Chr	Start	End	MedianPoint	Midpoint	Width	Feature_name	Name	Type	Direction	WatsonHpM	CrickHpM	TotalHpM	DCHpM	DCHpMpercent
8	302055	302260	302170	302157.5	206	YHR098C	SFB3	divergent	-,+	75.48	95.66	171.14	13.18	7.7
8	314730	314886	314808	314808	157	YHR101C	BIG1	directional	-,-	36.67	31.02	67.68	0.38	0.56
8	316023	316420	316295	316221.5	398	YHR101C	BIG1	divergent	-,+	88.78	146.14	234.92	3.17	1.35
8	319936	320166	320051	320051	231	YHR102W	KIC1	directional	+,+	77.45	97.79	175.23	3.8	2.17
8	323099	323314	323194	323206.5	216	YHR104W	GRE3	directional	+,+	49.02	109.38	158.41	1.57	0.99
8	324496	324653	324572	324574.5	158	YHR104W	GRE3	directional	+,+	47	40.09	87.08	0.54	0.62
8	325407	325643	325529	325525	237	YHR106W	TRR2	directional	+,+	52.17	56.02	108.2	0.82	0.76
8	326686	326738	326725	326712	53	YHR106W	TRR2	convergent	+,-	11.01	8.55	19.56	0	0
8	328041	328305	328162	328173	265	YHR108W	GGA2	divergent	-,+	320.72	380.92	701.64	17.42	2.48
8	330139	330275	330206	330207	137	YHR109W	CTM1	directional	+,+	27.67	26.45	54.11	0.45	0.83
8	332072	332280	332163	332176	209	YHR110W	ERP5	directional	+,+	125.07	108.59	233.66	5.64	2.41
8	332839	333053	332928	332946	215	YHR110W	ERP5	directional	+,+	94.27	66.17	160.45	1.11	0.69
8	335737	336344	336197	336040.5	608	YHR113W	null	divergent	-,+	218.59	186.54	405.14	8.07	1.99
8	337830	338013	337905	337921.5	184	YHR113W	null	directional	+,+	48.06	38.14	86.2	0.18	0.21
8	341503	342310	341730	341906.5	808	YHR117W	TOM71	NA	NA	290.5	386.76	677.26	17.02	2.51
8	345660	345923	345757	345791.5	264	YHR118C	ORC6	divergent	-,+	63.57	55.21	118.78	0.77	0.65
8	349344	349551	349456	349447.5	208	YHR120W	MSH1	directional	+,+	64.29	57.83	122.13	2.93	2.4
8	352530	352685	352610	352607.5	156	YHR120W	MSH1	directional	+,+	35.17	35.16	70.33	0.61	0.87
8	353373	353584	353474	353478.5	212	YHR122W	null	directional	+,+	72.49	73.72	146.21	0.79	0.54
8	354578	354810	354702	354694	233	YHR123W	EPT1	directional	+,+	122.28	70.48	192.76	1.81	0.94
8	356218	356407	356311	356312.5	190	YHR124W	NDT80	directional	+,+	46.54	38	84.54	1.44	1.7
8	359848	359971	359899	359909.5	124	YHR126C	ANS1	NA	NA	16.22	18.86	35.08	0	0
8	360422	360887	360723	360654.5	466	YHR127W	null	divergent	-,+	173.5	148.48	321.97	3.41	1.06
8	361754	361987	361838	361870.5	234	YHR127W	null	directional	+,+	96.6	98.37	194.97	1.93	0.99
8	364306	364425	364366	364365.5	120	YHR129C	ARP1	directional	-,-	16.6	15.1	31.7	0.16	0.51
8	368020	368316	368185	368168	297	YHR131C	null	directional	-,-	30.82	38.14	68.96	0.32	0.46
8	369827	370065	369950	369946	239	YHR132W-A	null	divergent	-,+	208.39	223.78	432.17	6.47	1.5
8	371593	371772	371679	371682.5	180	YHR134W	WSS1	divergent	-,+	66.65	51.78	118.42	1.32	1.12
8	374409	374660	374509	374534.5	252	YHR136C	SPL2	directional	-,-	77.93	63.03	140.96	1.31	0.93
8	374997	375554	375317	375275.5	558	YHR136C	SPL2	divergent	-,+	331.59	201.79	533.39	22.4	4.2
8	377842	378003	377929	377922.5	162	YHR138C	null	directional	-,-	38.54	48.37	86.91	1.26	1.45
8	379568	379847	379712	379707.5	280	YHR139C	SPS100	divergent	-,+	67	84.01	151.01	2.23	1.48
8	380326	380466	380398	380396	141	YHR140W	null	divergent	-,+	25.74	28.63	54.36	0.38	0.7
8	381374	381428	381390	381401	55	YHR139C	SPS100	directional	-,-	4.2	11.61	15.81	0	0
8	384824	385004	384923	384914	181	YHR142W	CHS7	directional	+,+	57.62	58.38	116.01	1.82	1.57
8	386979	387165	387049	387072	187	YHR143W-A	RPC10	directional	+,+	49.2	33.73	82.94	0.21	0.26
8	388801	388887	388843	388844	87	tP(UGG)H	SUF8	divergent	-,+	11.55	19.65	31.2	0.06	0.19
8	389759	390263	390124	390011	505	YHRCdelta11	null	divergent	-,+	116.03	94.78	210.81	2.29	1.09
8	393420	393459	393447	393439.5	40	YHR147C	MRPL6	divergent	-,+	7.28	5.32	12.6	0	0
8	396861	397204	397017	397032.5	344	YHR150W	PEX28	divergent	-,+	99	98.07	197.06	3.74	1.9
8	401067	401329	401201	401198	263	YHR152W	SPO12	divergent	-,+	57.01	77.72	134.73	1.61	1.19
8	402689	402921	402828	402805	233	YHR153C	SPO16	divergent	-,+	95.79	102.91	198.7	3.25	1.64
8	410905	411025	410967	410965	121	YHR155W	YSP1	convergent	+,-	25.71	22.09	47.8	0.56	1.16
8	412739	412912	412824	412825.5	174	YHR157W	REC104	divergent	-,+	26.15	44.97	71.11	0.91	1.28
8	417317	417487	417401	417402	171	YHR159W	null	divergent	-,+	76.93	40.08	117.01	0.56	0.48
8	420086	420310	420230	420198	225	YHR160C	PEX18	directional	-,-	89.22	50.87	140.09	0.46	0.33
8	422441	422927	422716	422684	487	YHR162W	null	divergent	-,+	717.24	746.84	1464.07	52.1	3.56
8	423490	423638	423558	423564	149	YHR162W	null	directional	+,+	39.06	31.42	70.48	0.51	0.72
8	429334	429430	429390	429382	97	YHR164C	DNA2	directional	-,-	12.96	18.54	31.5	0.23	0.72
8	437064	437229	437169	437146.5	166	YHR166C	CDC23	directional	-,-	16.59	54.77	71.37	0.74	1.04
8	439124	439277	439199	439200.5	154	YHR167W	THP2	divergent	-,+	34.62	23.72	58.33	0.37	0.64
8	440246	440323	440294	440284.5	78	YHR168W	MTG2	directional	+,+	14.76	11.2	25.96	0.05	0.2
8	443531	443750	443616	443640.5	220	YHR169W	DBP8	directional	+,+	49.4	35.52	84.92	0.82	0.97
8	445503	445662	445583	445582.5	160	YHR171W	ATG7	directional	+,+	28.67	56.48	85.15	1.11	1.3
8	450815	451055	450946	450935	241	YHR172W	SPC97	directional	+,+	47.44	34.24	81.67	1.43	1.76
8	452722	452892	452799	452807	171	YHR175W	CTR2	directional	+,+	28.95	22.01	50.97	0.56	1.1
8	453979	454084	454025	454031.5	106	YHR176W	FMO1	directional	+,+	10.8	25.14	35.93	0.19	0.54
8	455504	456231	455775	455867.5	728	YHR176W	FMO1	directional	+,+	111.32	168.13	279.44	7.33	2.62
8	459088	459189	459135	459138.5	102	YHR178W	STB5	directional	+,+	16.82	12.34	29.16	0.53	1.81
8	461507	461702	461613	461604.5	196	YHR178W	STB5	directional	+,+	93.2	61.63	154.83	3.33	2.15
8	462016	462409	462234	462212.5	394	YHR179W	OYE2	directional	+,+	892.65	709	1601.65	106.52	6.65
8	464717	464917	464809	464817	201	YHRCdelta12	null	directional	+,+	61.98	45.98	107.95	1.76	1.63
8	467035	467169	467105	467102	135	tT(UGU)H	null	directional	+,+	30.62	24.85	55.47	0.31	0.55
8	470605	470877	470756	470741	273	YHR182W	null	directional	+,+	55.68	32.63	88.32	1.84	2.08
8	472596	472709	472658	472652.5	114	YHR184W	SSP1	directional	+,+	33.92	15.31	49.22	0.21	0.43
8	475527	475692	475627	475609.5	166	tV(CAC)H	null	directional	-,-	39.46	37.3	76.76	0.97	1.27
8	480812	480923	480872	480867.5	112	YHR187W	IKI1	divergent	-,+	10.71	22.65	33.35	0	0
8	483842	484250	483957	484046	409	YHR189W	PTH1	NA	NA	82.39	86.8	169.19	2.35	1.39
8	484557	484811	484683	484684	255	YHR189W	PTH1	directional	+,+	157.95	135.16	293.11	6.4	2.18
8	486723	486763	486750	486743	41	YHR192W	null	divergent	-,+	5.91	4.65	10.56	0	0
8	488269	488575	488351	488422	307	YHR193C	EGD2	divergent	-,+	46.55	61.72	108.28	1.48	1.37
8	489149	489274	489193	489211.5	126	YHR194W	MDM31	NA	NA	15.88	12.7	28.58	0	0
8	490389	490568	490469	490478.5	180	YHR194W	MDM31	directional	+,+	52.5	85.41	137.91	2.35	1.71
8	491671	491787	491713	491729	117	YHR195W	NVJ1	directional	+,+	11.47	16.03	27.5	0	0
8	493662	493790	493725	493726	129	YHR196W	UTP9	directional	+,+	19.05	24.95	44	0.08	0.18
8	497298	497430	497353	497364	133	YHR198C	AIM18	directional	-,-	21.49	14.22	35.71	0.3	0.84
8	498466	499065	498695	498765.5	600	YHR199C	AIM46	NA	NA	107.43	114.85	222.28	1.26	0.56
8	501197	501338	501272	501267.5	142	YHR201C	PPX1	divergent	-,+	31.52	18.98	50.5	0.48	0.94
8	501988	502356	502221	502172	369	ARS822	null	divergent	-,+	45.84	76.82	122.65	2.02	1.65
8	505870	506150	506061	506010	281	YHR204W	MNL1	divergent	-,+	25.25	24.86	50.11	0.7	1.4
8	508725	508934	508849	508829.5	210	YHR204W	MNL1	directional	+,+	57.11	50.35	107.46	0.84	0.78
8	511984	512449	512094	512216.5	466	YHR205W	SCH9	directional	+,+	120.43	160.73	281.15	2.93	1.04
8	516483	516866	516652	516674.5	384	YHR207C	SET5	divergent	-,+	265.85	258.71	524.56	17.34	3.31
8	517113	517527	517347	517320	415	YHR208W	BAT1	divergent	-,+	1362.32	1825.58	3187.9	193.96	6.08
8	524709	524843	524776	524776	135	YHR211W	FLO5	divergent	-,+	22.85	16.12	38.97	0.39	1
8	531640	531738	531690	531689	99	YHRCdelta14	null	directional	+,+	22.63	36.29	58.91	0.77	1.31
8	540850	541019	540926	540934.5	170	YHR213W-B	null	NA	NA	52.49	66.1	118.59	1.5	1.27
8	541366	541429	541395	541397.5	64	YHR214W	null	directional	+,+	15.16	18.11	33.27	0.34	1.04
8	553967	554103	554038	554035	137	YHR216W	IMD2	directional	+,+	43.45	22.86	66.32	0.62	0.93
9	22090	22241	22170	22165.5	152	YIL169C	null	convergent	+,-	115.81	86.37	202.18	3.61	1.79
9	32957	33207	33083	33082	251	YIL166C	null	directional	-,-	78.04	72.31	150.36	3.23	2.15
9	36008	36229	36108	36118.5	222	YIL162W	SUC2	divergent	-,+	136.59	54.04	190.63	10.6	5.56
9	36590	37138	36865	36864	549	YIL162W	SUC2	divergent	-,+	139.14	124.91	264.05	6.52	2.47
9	39210	39410	39313	39310	201	YIL161W	null	directional	+,+	69.5	64.23	133.73	2.04	1.52
9	41522	41817	41727	41669.5	296	YIL159W	BNR1	divergent	-,+	200.87	173.83	374.7	6.7	1.79
9	45910	46200	46039	46055	291	YIL159W	BNR1	directional	+,+	148.79	114.9	263.69	7.07	2.68
9	47534	48105	47784	47819.5	572	YIL156W	UBP7	directional	+,+	119.17	114.83	233.99	2.86	1.22
9	53648	55376	53922	54512	1729	YIL153W	RRD1	NA	NA	1381.72	839.18	2220.9	57.93	2.61
9	56364	56572	56464	56468	209	YIL152W	null	directional	+,+	116.51	120.28	236.79	8.04	3.39
9	60894	61026	60969	60960	133	YIL150C	MCM10	directional	-,-	14.92	46.59	61.51	0.37	0.6
9	62815	62907	62850	62861	93	YIL150C	MCM10	directional	-,-	16.64	11.8	28.43	0.5	1.75
9	73725	73809	73765	73767	85	YIL147C	SLN1	directional	-,-	19.53	9.78	29.31	0.05	0.18
9	76140	76322	76252	76231	183	YIL145C	PAN6	directional	-,-	31.16	51	82.16	0.64	0.78
9	77358	77538	77465	77448	181	YIL145C	PAN6	divergent	-,+	30.91	57.11	88.03	0.85	0.96
9	83083	83310	83214	83196.5	228	YIL142W	CCT2	divergent	-,+	187.17	137.48	324.65	3.9	1.2
9	84855	85111	84967	84983	257	YIL142W	CCT2	directional	+,+	368.08	467.07	835.16	37.98	4.55
9	88678	88910	88782	88794	233	YIL139C	REV7	directional	-,-	97.47	147.85	245.32	5.05	2.06
9	89735	89892	89808	89813.5	158	YIL137C	TMA108	directional	-,-	59.96	56.38	116.34	0.96	0.82
9	92826	93535	93340	93180.5	710	YIL137C	TMA108	divergent	-,+	138.78	154.03	292.81	5.16	1.76
9	96429	97322	96606	96875.5	894	YIL135C	VHS2	divergent	-,+	244.79	280.56	525.35	11	2.09
9	99865	99925	99893	99895	61	YIL132C	CSM2	null	null	4.25	12.23	16.47	0	0
9	102339	102670	102565	102504.5	332	YIL131C	FKH1	divergent	-,+	188.86	197.34	386.21	13.3	3.44
9	113326	113724	113410	113525	399	ARS910	null	divergent	-,+	132.64	97.96	230.59	1.03	0.45
9	114616	114743	114689	114679.5	128	YIL128W	MET18	NA	NA	32.45	23.47	55.92	0.56	1.01
9	117802	117907	117848	117854.5	106	YIL126W	STH1	divergent	-,+	33.18	10.8	43.99	0.6	1.36
9	122160	122444	122322	122302	285	YIL126W	STH1	directional	+,+	62.12	60.15	122.27	0.43	0.35
9	127244	127415	127328	127329.5	172	YIL124W	AYR1	directional	+,+	49.1	53.76	102.86	2.61	2.54
9	127758	127992	127841	127875	235	YIL123W	SIM1	NA	NA	44.47	51.33	95.79	1.07	1.11
9	129889	130279	130069	130084	391	YIL123W	SIM1	directional	+,+	105.54	123.68	229.22	2.06	0.9
9	131799	132179	132017	131989	381	YIL121W	QDR2	directional	+,+	243.42	168.89	412.31	9.41	2.28
9	134018	134215	134130	134116.5	198	YIL120W	QDR1	directional	+,+	56.85	53.11	109.95	1.49	1.36
9	136001	136301	136127	136151	301	ARS911	null	convergent	+,-	265.2	216.21	481.41	14.69	3.05
9	138150	138359	138246	138254.5	210	YIL119C	RPI1	divergent	-,+	64.45	89.67	154.12	3.5	2.27
9	139291	139612	139426	139451.5	322	YIL118W	RHO3	divergent	-,+	67.91	66.9	134.82	2.75	2.04
9	141747	142213	141926	141980	467	YIL117C	PRM5	divergent	-,+	227.95	357.77	585.73	20.09	3.43
9	142560	142790	142673	142675	231	YIL116W	HIS5	divergent	-,+	99.65	81.19	180.84	5.19	2.87
9	148950	149140	149059	149045	191	YIL114C	POR2	directional	-,-	113.19	84.5	197.7	2.27	1.15
9	150052	150490	150307	150271	439	YIL113W	SDP1	divergent	-,+	178.1	150.05	328.15	7.61	2.32
9	151376	151482	151428	151429	107	YIL112W	HOS4	directional	+,+	45.67	10.21	55.89	0.37	0.65
9	154892	155219	155029	155055.5	328	YIL111W	COX5B	directional	+,+	193.76	236	429.76	14.78	3.44
9	160223	160881	160612	160552	659	YIL108W	null	divergent	-,+	656.97	1007.64	1664.61	36.25	2.18
9	161387	161501	161430	161444	115	YIL108W	null	NA	NA	15.62	16.47	32.09	0.05	0.16
9	165966	166336	166236	166151	371	YIL106W	MOB1	divergent	-,+	112	104.63	216.63	1.47	0.68
9	169789	170022	169939	169905.5	234	YIL104C	SHQ1	directional	-,-	106.12	117.03	223.15	1.19	0.53
9	173237	173404	173318	173320.5	168	YIL102C-A	null	convergent	+,-	48.5	44.49	92.99	0.4	0.43
9	173629	173816	173722	173722.5	188	YIL102C-A	null	directional	-,-	49.75	66.08	115.83	0.76	0.65
9	177411	177972	177628	177691.5	562	YIL099W	SGA1	divergent	-,+	322.09	174.62	496.71	20.84	4.2
9	180239	180374	180309	180306.5	136	YIL098C	FMC1	divergent	-,+	20.81	44.26	65.08	0.21	0.33
9	183222	183736	183392	183479	515	YIL096C	null	divergent	-,+	92.31	85.69	178	1.26	0.71
9	187688	187985	187851	187836.5	298	YIL093C	RSM25	directional	-,-	247.51	169.3	416.81	4.33	1.04
9	188835	189019	188916	188927	185	YIL093C	RSM25	divergent	-,+	63.95	56.95	120.89	1.02	0.85
9	193199	193455	193327	193327	257	YIL091C	null	divergent	-,+	182.73	143.71	326.43	4.14	1.27
9	197659	197817	197737	197738	159	tE(CUC)I	null	convergent	+,-	62.76	41.95	104.7	1.31	1.25
9	199485	199641	199561	199563	157	YIL087C	AIM19	directional	-,-	57.59	28.32	85.91	4.63	5.39
9	202095	202272	202196	202183.5	178	YIL084C	SDS3	directional	-,-	51.21	64.29	115.49	1.6	1.38
9	203315	203470	203393	203392.5	156	YIL084C	SDS3	directional	-,-	55.66	53.99	109.65	0.83	0.76
9	204767	205047	204913	204907	281	YIL083C	CAB2	divergent_overlapping	-,+	80.19	114.35	194.54	3.78	1.94
9	212032	212481	212381	212256.5	450	YIL078W	THS1	divergent	-,+	208.44	146.79	355.23	2.77	0.78
9	215973	216241	216103	216107	269	YIL077C	null	divergent	-,+	81.22	125.34	206.56	5.02	2.43
9	216482	216636	216568	216559	155	YIL076W	SEC28	divergent	-,+	44.88	27.14	72.02	0.44	0.61
9	220773	220936	220846	220854.5	164	YIL075C	RPN2	directional	-,-	17.42	36.7	54.12	0.13	0.24
9	222656	222851	222745	222753.5	196	YIL073C	SPO22	directional	-,-	54.61	35.42	90.03	1.44	1.6
9	226304	226454	226372	226379	151	YIL072W	HOP1	divergent	-,+	15.1	43.47	58.57	0.17	0.28
9	231160	231294	231224	231227	135	YIL070C	MAM33	directional	-,-	31.42	20.24	51.66	0.06	0.11
9	237830	238029	237934	237929.5	200	YIL066C	RNR3	directional	-,-	104.2	68.03	172.23	2.45	1.42
9	240928	241150	241071	241039	223	YIL065C	FIS1	directional	-,-	53.52	103.38	156.9	0.9	0.57
9	241847	242001	241936	241924	155	YIL064W	SEE1	divergent	-,+	55.38	15.72	71.1	0.32	0.45
9	243839	243891	243865	243865	53	YIL063C	YRB2	directional	-,-	5.32	13.5	18.82	0.05	0.27
9	244528	244693	244610	244610.5	166	YIL061C	SNP1	directional	-,-	43.22	31.3	74.52	0.94	1.27
9	248619	248795	248727	248707	177	ARS915	null	divergent	-,+	25.96	35.71	61.67	1.56	2.53
9	249113	249671	249477	249392	559	tS(UGA)I	SUP17	divergent	-,+	387.11	390.79	777.9	28.54	3.67
9	254047	254983	254647	254515	937	YIL053W	RHR2	divergent	-,+	436.99	425.64	862.63	41.16	4.77
9	258360	258759	258571	258559.5	400	YIL051C	MMF1	divergent	-,+	104.26	89.67	193.93	4.11	2.12
9	260927	261117	261009	261022	191	YIL049W	DFG10	directional	+,+	57.95	69.05	127	1.27	1
9	267875	268649	268418	268262	775	YIL046W	MET30	divergent	-,+	1099.15	869.65	1968.8	114.85	5.83
9	268929	269027	268992	268978	99	YIL046W	MET30	NA	NA	10.22	23.5	33.73	0.05	0.15
9	270669	271008	270848	270838.5	340	YIL046W	MET30	directional	+,+	181.43	199.35	380.78	9.4	2.47
9	273857	274071	273970	273964	215	YIL044C	AGE2	directional	-,-	79	94.63	173.63	2.53	1.46
9	274919	275116	275023	275017.5	198	YIL042C	PKP1	directional	-,-	108.63	84.75	193.38	4.62	2.39
9	276292	276539	276422	276415.5	248	YIL042C	PKP1	divergent	-,+	161.33	193.62	354.94	2.49	0.7
9	277522	277794	277628	277658	273	YIL040W	APQ12	directional	+,+	170.79	116.42	287.21	6.39	2.23
9	278274	278352	278307	278313	79	YIL039W	TED1	directional	+,+	8.19	10.54	18.74	0	0
9	282917	283087	283001	283002	171	YIL037C	PRM2	directional	-,-	32.35	40.2	72.56	0.14	0.19
9	285230	285501	285399	285365.5	272	YIL036W	CST6	divergent	-,+	117.29	149.87	267.16	2.92	1.09
9	289050	289250	289172	289150	201	YIL034C	CAP2	directional	-,-	68.52	68.79	137.32	0.95	0.69
9	290165	290250	290221	290207.5	86	YIL034C	CAP2	directional	-,-	24.71	20.92	45.63	0	0
9	291811	292392	291998	292101.5	582	YIL033C	BCY1	divergent	-,+	304.96	239.87	544.83	15.14	2.78
9	300089	300414	300180	300251.5	326	YILCdelta3	null	directional	-,-	45.12	51.81	96.93	0.93	0.96
9	301355	301589	301458	301472	235	YIL029C	null	directional	-,-	77.27	124.97	202.24	0.84	0.41
9	307993	308172	308085	308082.5	180	YIL026C	IRR1	directional	-,-	41.95	33.51	75.46	0.54	0.72
9	309239	309364	309303	309301.5	126	YIL023C	YKE4	directional	-,-	21.76	24.79	46.55	0.22	0.47
9	310493	310602	310557	310547.5	110	YIL023C	YKE4	divergent	-,+	26.09	13.32	39.41	0	0
9	310832	311062	310979	310947	231	YIL022W	TIM44	divergent	-,+	116.18	77.49	193.67	2.38	1.23
9	312618	312801	312713	312709.5	184	YIL021W	RPB3	directional	+,+	48.68	49.14	97.83	1.21	1.24
9	314911	315036	314979	314973.5	126	YIL020C	HIS6	divergent	-,+	20.35	24.24	44.59	0.17	0.37
9	321277	321430	321359	321353.5	154	YIL016W	SNL1	divergent	-,+	33.95	60.24	94.18	0.89	0.95
9	322012	322062	322028	322037	51	YIL016W	SNL1	directional	+,+	3.44	20.29	23.73	0	0
9	325620	325898	325696	325759	279	YIL015W	BAR1	directional	+,+	47.72	36.2	83.92	0.4	0.47
9	332534	333748	333366	333141	1215	YIL011W	TIR3	divergent	-,+	1347.03	999.54	2346.57	102.91	4.39
9	334621	334784	334695	334702.5	164	YIL011W	TIR3	directional	+,+	33.79	51.62	85.41	0.45	0.53
9	337146	337223	337177	337184.5	78	YILCdelta5	null	divergent	-,+	14.51	8.94	23.45	0.18	0.78
9	337560	339327	338769	338443.5	1768	YIL009W	FAA3	divergent	-,+	1385.25	1326.11	2711.36	161.56	5.96
9	342321	342470	342403	342395.5	150	YIL008W	URM1	directional	+,+	32.4	36.17	68.57	0.89	1.29
9	343675	344065	343790	343870	391	YIL007C	NAS2	divergent	-,+	89.88	159.96	249.84	1	0.4
9	345396	345564	345481	345480	169	YIL005W	EPS1	directional	+,+	41.6	77.68	119.28	0.73	0.61
9	347698	347812	347761	347755	115	YIL005W	EPS1	null	null	28.79	21.43	50.22	0.13	0.26
9	348508	348698	348591	348603	191	YIL004C	BET1	divergent	-,+	59.46	60.52	119.97	0.5	0.42
9	348926	349076	349001	349001	151	YIL003W	CFD1	divergent	-,+	37.01	44.53	81.54	0.77	0.95
9	350100	350213	350147	350156.5	114	YIL003W	CFD1	convergent	+,-	26.88	10.09	36.97	0.08	0.22
9	353727	353885	353810	353806	159	YIL001W	null	divergent	-,+	44.23	55.94	100.17	0.67	0.67
9	360516	360844	360743	360680	329	YIR003W	AIM21	divergent	-,+	68.73	82.36	151.09	1.32	0.87
9	363014	363139	363062	363076.5	126	YIR003W	AIM21	directional	+,+	42.14	24.79	66.93	0	0
9	369957	370145	370040	370051	189	YIR006C	PAN1	divergent	-,+	58.63	66.74	125.37	1.67	1.33
9	370373	370629	370526	370501	257	tE(UUC)I	null	divergent	-,+	117.4	183.53	300.93	2.68	0.89
9	374357	374503	374441	374430	147	YIR009W	MSL1	divergent	-,+	32.58	42.44	75.02	0.47	0.62
9	375151	375373	375234	375262	223	YIR010W	DSN1	directional	+,+	150.64	109.81	260.45	5.15	1.98
9	378247	378469	378344	378358	223	YIR011C	STS1	divergent	-,+	73.17	94.45	167.63	1.9	1.14
9	384239	384502	384419	384370.5	264	YIR018W	YAP5	divergent	-,+	56.14	45.44	101.58	2.27	2.24
9	387138	387255	387197	387196.5	118	YIR018W	YAP5	convergent	+,-	12.14	15.96	28.11	0.12	0.43
9	388077	388240	388162	388158.5	164	YIR019C	MUC1	directional	-,-	29.6	29.15	58.75	1.08	1.83
9	394000	395859	395135	394929.5	1860	ICR1	ICR1	divergent	-,+	848.47	828.94	1677.41	76.82	4.58
9	397072	397237	397150	397154.5	166	YIR019C	FLO11	divergent	-,+	62.86	72.24	135.1	1.81	1.34
9	398559	398690	398617	398624.5	132	YIR021W-A	null	NA	NA	29.75	56.64	86.39	0.19	0.22
9	399627	399747	399697	399687	121	YIR022W	SEC11	directional	+,+	37.26	24.72	61.98	0.92	1.48
9	406083	406188	406136	406135.5	106	YIR026C	YVH1	directional	-,-	45.83	15.58	61.41	0.48	0.78
9	407925	408202	408081	408063.5	278	YIR028W	DAL4	divergent	-,+	151.72	103.64	255.36	4.42	1.73
9	410427	410697	410555	410562	271	YIR028W	DAL4	directional	+,+	118.74	201.71	320.45	8.71	2.72
9	414879	415008	414959	414943.5	130	YIR031C	DAL7	directional	-,-	20.69	32.66	53.35	0.19	0.36
9	415920	416053	415992	415986.5	134	YIR032C	DAL3	divergent	-,+	25.46	43.52	68.99	1.59	2.31
9	421860	421959	421903	421909.5	100	YIR034C	LYS1	directional	-,-	10.61	22.61	33.22	0.12	0.36
10	21643	21903	21805	21773	261	YJL218W	null	directional	+,+	101.17	206.95	308.12	7.21	2.34
10	22778	22989	22853	22883.5	212	YJL217W	REE1	directional	+,+	50.87	40.15	91.02	2.58	2.84
10	30796	31730	31319	31263	935	YJL213W	null	directional	+,+	351.14	429.86	781	22.84	2.92
10	36420	36765	36567	36592.5	346	YJL212C	OPT1	divergent	-,+	362.7	253.13	615.83	20.88	3.39
10	37756	37877	37788	37816.5	122	YJL210W	PEX2	directional	+,+	29.19	18.93	48.12	0.05	0.11
10	41299	41437	41373	41368	139	YJL208C	NUC1	directional	-,-	79.95	83.11	163.06	2.2	1.35
10	47480	47674	47587	47577	195	YJL206C	null	directional	-,-	81.71	46.48	128.19	1.04	0.81
10	53190	53308	53252	53249	119	YJL203W	PRP21	divergent	-,+	19.51	32.72	52.23	0.29	0.56
10	54127	54369	54229	54248	243	YJL203W	PRP21	directional	+,+	167.88	159.5	327.38	3.29	1.01
10	58891	59113	58995	59002	223	tT(AGU)J	null	divergent	-,+	100.69	109.51	210.2	3.65	1.74
10	60141	60808	60619	60474.5	668	YJL198W	PHO90	divergent	-,+	256.53	287.78	544.31	9.3	1.71
10	63600	63727	63663	63663.5	128	YJL197W	UBP12	directional	+,+	31.87	23.86	55.73	0.27	0.48
10	68872	69262	69041	69067	391	YJL194W	CDC6	divergent	-,+	530.42	487.54	1017.96	49.87	4.9
10	71207	71293	71247	71250	87	YJL194W	CDC6	convergent	+,-	11.59	20.49	32.08	0	0
10	73549	73696	73634	73622.5	148	YJL191W	RPS14B	divergent	-,+	24.58	28.37	52.95	0.11	0.21
10	79453	80082	79638	79767.5	630	YJL186W	MNN5	divergent	-,+	212.74	217.43	430.17	7.02	1.63
10	83040	83412	83261	83226	373	YJL184W	GON7	divergent	-,+	74.75	66.19	140.94	0.64	0.45
10	85414	85603	85507	85508.5	190	YJL181W	null	directional	+,+	135	77.64	212.64	5.71	2.69
10	90167	90357	90275	90262	191	YJL178C	ATG27	divergent	-,+	23.67	35.15	58.82	0.49	0.83
10	94542	95001	94695	94771.5	460	YJL176C	SWI3	divergent	-,+	298.44	379.36	677.8	6.86	1.01
10	96553	96713	96630	96633	161	YJL173C	RFA3	divergent	-,+	32.74	40.63	73.36	0.98	1.33
10	97272	97658	97500	97465	387	YJL172W	CPS1	divergent	-,+	108.84	190.2	299.04	5.74	1.92
10	100938	101122	101022	101030	185	YJL170C	ASG7	directional	-,-	57.59	59.72	117.31	1.38	1.17
10	104398	104931	104678	104664.5	534	YJL167W	ERG20	divergent	-,+	121.35	117.41	238.76	1.33	0.56
10	106102	106313	106187	106207.5	212	YJL167W	ERG20	directional	+,+	65.23	67.3	132.54	1.43	1.08
10	109626	109818	109705	109722	193	YJL164C	TPK1	directional	-,-	58.48	72.37	130.85	1.07	0.82
10	111387	111620	111523	111503.5	234	YJL163C	null	directional	-,-	93.92	113.85	207.77	2.72	1.31
10	120112	120232	120173	120172	121	YJL159W	HSP150	divergent	-,+	20.17	37.6	57.77	0.19	0.33
10	123123	123782	123490	123452.5	660	YJL157C	FAR1	directional	-,-	212.65	242.11	454.76	7.64	1.68
10	129021	129195	129104	129108	175	YJL155C	FBP26	directional	-,-	50.35	69.04	119.39	2.01	1.68
10	134078	134317	134200	134197.5	240	YJL153C	INO1	directional	-,-	111.01	58.97	169.98	8.37	4.92
10	136072	136479	136250	136275.5	408	YJL151C	SNA3	directional	-,-	152.35	200.22	352.57	12.58	3.57
10	136893	137285	137174	137089	393	YJL151C	SNA3	divergent	-,+	60	82.47	142.47	2.16	1.52
10	140144	140382	140261	140263	239	YJL148W	RPA34	directional	+,+	54.38	63.12	117.5	1.22	1.04
10	142651	143173	142853	142912	523	YJL147C	null	divergent	-,+	98.41	112.71	211.12	1.22	0.58
