Chr	Start	End	Length	Midpoint	PanHits	Feature_name	Name	Type	Direction	WatsonHpM	CrickHpM	TotalHpM	BGHpM	Total-BGHpM	WatsonHpM300	CrickHpM300	TotalHpM300	BGHpM300	Total-BGHpM300	NormHpM	NormHpM300
11	635318	635546	229	635070	399	YKR098C	UBP11	divergent	-,+	102.66	94.27	196.92	0.76	196.16	103.15	95.25	198.4	2.74	195.66	221.99	209.67
11	640373	640498	126	640073.5	94	YKR101W	SIR1	divergent	-,+	26.16	20.24	46.39	0.42	45.98	28.63	21.72	50.34	2.4	47.94	52.03	51.37
11	645333	645781	449	645195	264	YKR102W	FLO10	directional	+,+	66.13	64.16	130.29	1.49	128.81	79.46	73.04	152.5	3.47	149.03	145.77	159.7
11	658377	658478	102	658065.5	69	YKR105C	VBA5	convergent	+,-	18.26	15.79	34.05	0.34	33.72	25.17	23.69	48.86	2.32	46.54	38.16	49.87
12	21881	22006	126	21943.5	98	YLL060C	GTT2	divergent	-,+	22.7	25.66	48.37	0.42	47.95	28.63	34.05	62.68	2.4	60.28	54.26	64.59
12	22684	22952	269	22818	557	YLL058W	null	divergent	-,+	125.85	149.05	274.9	0.89	274.01	162.87	163.36	326.23	2.88	323.35	310.09	346.51
12	23191	23435	245	23313	539	YLL058W	null	divergent	-,+	179.16	86.86	266.02	0.81	265.21	221.11	129.8	350.91	2.8	348.11	300.13	373.04
12	29377	29863	487	29620	592	YLL055W	YCT1	divergent	-,+	158.43	133.75	292.18	1.61	290.56	164.84	136.71	301.55	3.6	297.96	328.82	319.29
12	35297	35418	122	35356.5	111	YLL053C	null	directional_overlapping	-,-	27.14	27.64	54.78	0.4	54.38	30.6	30.6	61.2	2.39	58.81	61.54	63.02
12	36603	37197	595	36899	897	YLL051C	FRE6	directional_overlapping	-,-	250.23	192.48	442.71	1.97	440.74	254.67	197.42	452.08	3.95	448.13	498.77	480.22
12	39544	39750	207	39646	307	YLL050C	COF1	directional	-,-	78.47	73.04	151.52	0.68	150.83	80.94	75.02	155.96	2.67	153.29	170.69	164.26
12	40437	40605	169	40520	267	YLL050C	COF1	divergent	-,+	42.94	88.84	131.78	0.56	131.22	43.93	88.84	132.76	2.54	130.22	148.49	139.54
12	46487	46659	173	46572	165	YLL046C	RNP1	directional	-,-	53.8	27.64	81.43	0.57	80.86	62.68	28.13	90.81	2.56	88.25	91.51	94.57
12	47639	47778	140	47707.5	135	YLL045C	RPL8B	directional	-,-	24.18	42.44	66.63	0.46	66.16	27.14	42.94	70.08	2.45	67.63	74.88	72.48
12	48715	49335	621	49024	385	YLL045C	RPL8B	divergent	-,+	97.72	92.29	190.01	2.05	187.96	104.14	97.23	201.36	4.04	197.32	212.71	211.45
12	49640	49774	135	49706	197	YLL043W	FPS1	divergent	-,+	64.65	32.57	97.23	0.45	96.78	73.54	40.47	114.01	2.43	111.58	109.52	119.57
12	53985	54224	240	54103.5	345	YLL040C	VPS13	directional	-,-	83.41	86.86	170.27	0.79	169.48	86.37	90.32	176.69	2.78	173.91	191.79	186.36
12	63832	63964	133	63897	166	YLL039C	UBI4	directional	-,-	42.94	38.99	81.93	0.44	81.49	45.9	44.42	90.32	2.43	87.89	92.22	94.19
12	65360	65787	428	65572.5	732	YLL038C	ENT4	directional	-,-	168.79	192.48	361.27	1.42	359.86	183.6	205.81	389.4	3.4	386	407.24	413.64
12	66556	66701	146	66627.5	131	YLL038C	ENT4	directional	-,-	31.59	33.07	64.65	0.48	64.17	33.07	36.52	69.59	2.47	67.12	72.62	71.93
12	73221	73407	187	73313	273	YLL033W	IRC19	divergent	-,+	76.01	58.73	134.74	0.62	134.12	76.5	61.69	138.19	2.6	135.59	151.78	145.3
12	81089	81333	245	81210	707	YLL029W	FRA1	divergent	-,+	206.3	142.63	348.93	0.81	348.12	208.77	144.61	353.38	2.8	350.58	393.96	375.68
12	84186	84408	223	84296	94	YLL028W	TPO1	directional	+,+	25.66	20.73	46.39	0.74	45.65	50.83	39.98	90.81	2.72	88.09	51.67	94.4
12	86035	86114	80	86073.5	104	YLL028W	TPO1	NA	NA	28.63	22.7	51.33	0.26	51.06	34.55	29.12	63.67	2.25	61.42	57.79	65.81
12	86521	87239	719	86879	5402	YLL028W	TPO1	directional	+,+	1282.22	1383.89	2666.11	2.38	2663.73	1294.06	1390.3	2684.37	4.36	2680	3014.45	2871.9
12	88283	88400	118	88340.5	93	YLL027W	ISA1	directional	+,+	25.66	20.24	45.9	0.39	45.51	44.42	30.6	75.02	2.38	72.64	51.5	77.84
12	92464	92826	363	92644	163	YLLCdelta1	null	directional	+,+	26.16	54.29	80.45	1.2	79.25	32.57	70.58	103.15	3.19	99.96	89.68	107.12
12	94035	94274	240	94153.5	260	YLL025W	PAU17	directional	+,+	66.63	61.69	128.32	0.79	127.53	78.97	69.1	148.06	2.78	145.28	144.32	155.69
12	97630	97874	245	97751	986	YLL023C	null	directional	-,-	322.28	164.35	486.63	0.81	485.82	324.75	167.31	492.06	2.8	489.26	549.79	524.3
12	98904	99064	161	98983	146	YLL022C	HIF1	directional	-,-	38	34.05	72.06	0.53	71.52	48.37	37.51	85.88	2.52	83.36	80.94	89.33
12	100217	100788	572	100501.5	621	YLL022C	HIF1	divergent	-,+	179.16	127.33	306.49	1.89	304.6	182.61	130.79	313.4	3.88	309.52	344.7	331.68
12	108281	108704	424	108491.5	626	YLL018C-A	COX19	directional	-,-	144.61	164.35	308.96	1.4	307.55	161.39	170.77	332.15	3.39	328.76	348.05	352.31
12	109034	109204	171	109118	181	YLL018C-A	COX19	directional	-,-	50.83	38.5	89.33	0.57	88.76	69.59	47.38	116.97	2.55	114.42	100.45	122.61
12	111610	112190	581	111899	1631	YLL018C	DPS1	divergent	-,+	477.25	327.71	804.96	1.92	803.04	478.73	328.7	807.43	3.91	803.52	908.77	861.06
12	114308	114538	231	114422	485	YLL016W	SDC25	NA	NA	129.31	110.06	239.37	0.76	238.6	133.26	114.01	247.26	2.75	244.51	270.02	262.02
12	116125	116368	244	116245.5	317	YLL015W	BPT1	directional	+,+	55.77	100.68	156.45	0.81	155.64	62.19	109.57	171.75	2.79	168.96	176.14	181.06
12	124328	124438	111	124382	127	YLL013C	PUF3	NA	NA	34.05	28.63	62.68	0.37	62.31	43.43	43.93	87.36	2.35	85	70.52	91.09
12	124931	125458	528	125193.5	2057	YLL012W	YEH1	divergent	-,+	594.72	420.5	1015.21	1.75	1013.47	603.6	436.29	1039.89	3.73	1036.16	1146.9	1110.35
12	125733	125865	133	125798	116	YLL012W	YEH1	NA	NA	23.2	34.05	57.25	0.44	56.81	29.12	40.96	70.08	2.43	67.66	64.29	72.5
12	130860	131061	202	130959.5	336	YLL009C	COX17	directional	-,-	72.06	93.77	165.83	0.67	165.16	84.4	99.2	183.6	2.65	180.94	186.91	193.9
12	131484	131652	169	131567	140	YLL009C	COX17	divergent	-,+	42.44	26.65	69.1	0.56	68.54	46.39	28.13	74.52	2.54	71.98	77.56	77.13
12	139742	139826	85	139783	55	YLL005C	SPO75	NA	NA	17.77	9.38	27.14	0.28	26.86	29.61	20.73	50.34	2.27	48.07	30.4	51.52
12	140867	141063	197	140964	399	YLL004W	ORC3	divergent	-,+	66.63	130.29	196.92	0.65	196.27	81.43	146.09	227.52	2.64	224.88	222.11	240.99
12	142997	143119	123	143057	97	YLL004W	ORC3	directional	+,+	27.64	20.24	47.87	0.41	47.47	30.11	23.69	53.8	2.39	51.4	53.72	55.08
12	146067	146208	142	146136.5	110	YLL003W	SFI1	directional	+,+	24.68	29.61	54.29	0.47	53.82	28.63	34.05	62.68	2.46	60.22	60.91	64.54
12	147599	147781	183	147689	276	YLL002W	RTT109	directional	+,+	72.55	63.67	136.22	0.61	135.61	78.97	68.11	147.08	2.59	144.48	153.47	154.83
12	154101	154170	70	154134.5	58	YLR001C	null	directional	-,-	17.77	10.86	28.63	0.23	28.39	21.22	16.29	37.51	2.22	35.29	32.13	37.82
12	156427	156552	126	156488.5	101	YLR002C	NOC3	directional	-,-	23.69	26.16	49.85	0.42	49.43	36.03	38.99	75.02	2.4	72.62	55.94	77.82
12	157858	157937	80	157896.5	60	YLR004C	THI73	directional	-,-	15.3	14.31	29.61	0.26	29.35	20.24	22.21	42.44	2.25	40.19	33.21	43.07
12	159639	159987	349	159812	934	YLR005W	SSL1	divergent	-,+	224.07	236.9	460.97	1.15	459.81	225.05	243.32	468.37	3.14	465.23	520.35	498.54
12	163380	163530	151	163454	83	YLR006C	SSK1	NA	NA	22.21	18.75	40.96	0.5	40.46	34.55	23.69	58.24	2.49	55.75	45.79	59.74
12	164107	164351	245	164228	377	YLR007W	NSE1	divergent	-,+	85.88	100.19	186.06	0.81	185.25	87.85	103.15	191	2.8	188.2	209.65	201.68
12	168769	168943	175	168855	215	YLR011W	LOT6	divergent	-,+	38	68.11	106.11	0.58	105.53	41.95	75.02	116.97	2.56	114.4	119.43	122.6
12	171931	171985	55	171957	60	YLR013W	GAT3	convergent	+,-	15.79	13.82	29.61	0.18	29.43	19.74	15.79	35.53	2.17	33.37	33.31	35.76
12	175042	175157	116	175098.5	112	YLR014C	PPR1	divergent	-,+	34.05	21.22	55.28	0.38	54.89	37.02	27.14	64.16	2.37	61.79	62.12	66.22
12	177455	177620	166	177536.5	195	YLR017W	MEU1	divergent	-,+	62.68	33.56	96.24	0.55	95.69	65.15	34.05	99.2	2.53	96.67	108.29	103.59
12	179699	180039	341	179868	489	YLR018C	POM34	divergent	-,+	95.75	145.59	241.34	1.13	240.21	96.73	149.05	245.78	3.11	242.67	271.84	260.05
12	182025	182276	252	182149.5	712	YLR020C	YEH2	NA	NA	156.45	194.95	351.4	0.83	350.57	158.43	196.92	355.35	2.82	352.53	396.72	377.77
12	183486	183547	62	183515.5	51	YLR021W	IRC25	divergent	-,+	14.31	10.86	25.17	0.21	24.97	25.17	20.73	45.9	2.19	43.71	28.25	46.84
12	184987	185084	98	185034.5	95	YLR022C	SDO1	directional	-,-	18.75	28.13	46.89	0.32	46.56	27.14	41.95	69.1	2.31	66.79	52.69	71.57
12	187375	187670	298	187522.5	160	YLR024C	UBR2	directional	-,-	27.14	51.82	78.97	0.99	77.98	34.05	63.17	97.23	2.97	94.26	88.25	101.01
12	193539	193618	80	193579.5	45	YLR024C	UBR2	divergent	-,+	9.87	12.34	22.21	0.26	21.94	24.18	38.5	62.68	2.25	60.43	24.83	64.76
12	194202	194334	133	194269	105	YLR025W	SNF7	divergent	-,+	32.57	19.25	51.82	0.44	51.38	48.86	26.16	75.02	2.43	72.59	58.15	77.79
12	196590	196749	160	196670.5	241	YLR027C	AAT2	directional	-,-	34.05	84.89	118.94	0.53	118.41	35.53	86.37	121.9	2.51	119.39	134	127.94
12	198155	198374	220	198265.5	228	YLR027C	AAT2	directional	-,-	62.19	50.34	112.53	0.73	111.8	74.03	64.65	138.68	2.71	135.97	126.52	145.71
12	204789	204895	107	204843	71	YLR031W	null	directional	+,+	18.26	16.78	35.04	0.35	34.69	25.66	19.25	44.91	2.34	42.57	39.25	45.62
12	208599	208673	75	208637	47	YLR033W	RSC58	directional	+,+	14.81	8.39	23.2	0.25	22.95	21.22	15.79	37.02	2.23	34.78	25.97	37.27
12	212144	212473	330	212309.5	789	YLR035C	MLH2	directional	-,-	196.92	192.48	389.4	1.09	388.31	207.78	200.38	408.16	3.08	405.08	439.44	434.09
12	214976	215079	104	215028.5	82	YLRCdelta2	null	directional	-,-	20.73	19.74	40.47	0.34	40.13	29.61	31.59	61.2	2.33	58.87	45.41	63.08
12	222178	222326	149	222253	126	YLR036C	null	directional	-,-	32.08	30.11	62.19	0.49	61.69	48.86	43.43	92.29	2.48	89.81	69.82	96.24
12	224626	224819	194	224723.5	205	YLR038C	COX12	directional	-,-	35.53	65.64	101.18	0.64	100.53	40.47	72.55	113.02	2.63	110.39	113.77	118.3
12	225233	225480	248	225357.5	552	YLR039C	RIC1	directional	-,-	126.84	145.59	272.43	0.82	271.61	129.8	150.53	280.33	2.81	277.52	307.38	297.4
12	228560	228680	121	228621	99	YLR039C	RIC1	directional	-,-	30.6	18.26	48.86	0.4	48.46	39.48	24.18	63.67	2.39	61.28	54.84	65.67
12	229762	229908	147	229836	82	YLR042C	null	directional	-,-	19.74	20.73	40.47	0.49	39.98	31.09	31.59	62.68	2.47	60.21	45.25	64.52
12	230609	230803	195	230707	500	YLR042C	null	directional	-,-	139.18	107.59	246.77	0.65	246.13	147.08	108.58	255.65	2.63	253.02	278.53	271.14
12	231189	231378	190	231284.5	240	ARS1211	null	directional	-,-	73.04	45.41	118.45	0.63	117.82	89.82	54.78	144.61	2.61	141.99	133.33	152.16
12	232087	232233	147	232161	131	YLR043C	TRX1	directional	-,-	31.59	33.07	64.65	0.49	64.17	38.5	35.53	74.03	2.47	71.56	72.62	76.68
12	234332	234899	568	234616.5	685	YLR045C	STU2	directional	-,-	158.92	179.16	338.08	1.88	336.2	164.35	189.52	353.87	3.86	350	380.46	375.07
12	237825	237928	104	237877.5	77	YLR046C	null	directional	-,-	16.78	21.22	38	0.34	37.66	20.24	26.65	46.89	2.33	44.56	42.62	47.75
12	239107	239216	110	239162.5	90	YLR047C	FRE8	directional	-,-	26.65	17.77	44.42	0.36	44.05	31.09	22.7	53.8	2.35	51.45	49.86	55.13
12	245390	245552	163	245472	266	YLR050C	null	directional	-,-	70.08	61.2	131.28	0.54	130.74	77.49	64.65	142.14	2.52	139.61	147.96	149.61
12	246097	246376	280	246237.5	1136	YLR051C	FCF2	directional	-,-	175.21	385.46	560.66	0.93	559.74	177.67	398.78	576.46	2.91	573.54	633.43	614.61
12	246986	247180	195	247084	342	YLR051C	FCF2	divergent	-,+	95.25	73.54	168.79	0.65	168.15	98.71	79.95	178.66	2.63	176.03	190.28	188.64
12	248382	248803	422	248593.5	336	YLR054C	OSW2	directional	-,-	83.41	82.42	165.83	1.4	164.43	87.36	88.34	175.7	3.38	172.32	186.08	184.66
12	251124	251277	154	251201.5	217	YLR055C	SPT8	directional	-,-	39.98	67.12	107.1	0.51	106.59	41.46	78.97	120.42	2.49	117.93	120.62	126.37
12	253093	253701	609	253398	3296	YLR055C	SPT8	divergent	-,+	1050.25	576.46	1626.71	2.02	1624.69	1056.67	582.38	1639.05	4	1635.05	1838.61	1752.13
12	255068	255193	126	255131.5	94	YLR056W	ERG3	directional	+,+	24.18	22.21	46.39	0.42	45.98	27.14	26.16	53.3	2.4	50.9	52.03	54.54
12	259569	260034	466	259802.5	790	YLR059C	REX2	NA	NA	186.56	203.34	389.9	1.54	388.36	193.47	207.78	401.25	3.53	397.72	439.49	426.2
12	260538	260946	409	260743	738	YLR059C	REX2	divergent	-,+	200.87	163.36	364.23	1.35	362.88	202.35	163.36	365.71	3.34	362.37	410.66	388.32
12	262957	263121	165	263040	166	YLR061W	RPL22A	directional	+,+	28.63	53.3	81.93	0.55	81.38	38.99	59.72	98.71	2.53	96.18	92.1	103.06
12	264115	264163	49	264140	59	YLR063W	null	directional	+,+	19.74	9.38	29.12	0.16	28.96	23.69	11.35	35.04	2.15	32.89	32.77	35.25
12	265218	265430	213	265325	498	YLR063W	null	directional	+,+	140.66	105.12	245.78	0.7	245.08	146.58	109.57	256.15	2.69	253.46	277.35	271.61
12	266939	267116	178	267028.5	331	YLR065C	null	divergent	-,+	84.89	78.47	163.36	0.59	162.77	87.36	82.91	170.27	2.57	167.7	184.2	179.71
12	270822	270992	171	270908	260	YLR068W	FYV7	divergent	-,+	52.81	75.51	128.32	0.57	127.75	55.77	77.49	133.26	2.55	130.7	144.58	140.06
12	273936	274132	197	274035	356	YLR070C	XYL2	directional	-,-	94.76	80.94	175.7	0.65	175.05	100.19	90.81	191	2.64	188.36	198.1	201.85
12	275268	275392	125	275331	81	YLR071C	RGR1	directional	-,-	27.14	12.83	39.98	0.41	39.56	39.98	21.72	61.69	2.4	59.29	44.77	63.54
12	278628	278886	259	278758	825	YLR072W	null	divergent	-,+	251.21	155.96	407.17	0.86	406.31	257.63	160.4	418.03	2.84	415.19	459.81	444.92
12	281032	281171	140	281102.5	139	YLR073C	RFU1	NA	NA	47.87	20.73	68.6	0.46	68.14	60.71	29.12	89.82	2.45	87.38	77.11	93.63
12	281743	281973	231	281859	685	YLR074C	BUD20	directional	-,-	218.64	119.44	338.08	0.76	337.31	222.59	122.89	345.48	2.75	342.73	381.72	367.27
12	282499	282855	357	282678	1292	YLR074C	BUD20	divergent	-,+	345.97	291.68	637.65	1.18	636.47	348.93	294.15	643.08	3.17	639.92	720.27	685.74
12	283660	283811	152	283736.5	171	YLR077W	FMP25	directional	+,+	47.87	36.52	84.4	0.5	83.89	54.29	42.94	97.23	2.49	94.74	94.94	101.52
12	286592	286748	157	286671	197	YLR078C	BOS1	divergent	-,+	63.17	34.05	97.23	0.52	96.71	75.02	44.91	119.93	2.5	117.43	109.44	125.83
12	289609	290010	402	289810.5	493	ARS1212	null	directional	+,+	163.86	79.46	243.32	1.33	241.99	170.27	92.79	263.06	3.32	259.74	273.85	278.34
12	293739	293769	31	293755	28	YLR082C	SRL2	directional	-,-	3.45	10.36	13.82	0.1	13.72	11.84	23.69	35.53	2.09	33.45	15.52	35.84
12	296278	296417	140	296348.5	106	YLR084C	RAX2	directional	-,-	28.63	23.69	52.32	0.46	51.85	34.55	29.12	63.67	2.45	61.22	58.68	65.6
12	300376	300623	248	300500.5	512	YLR085C	ARP6	directional	-,-	118.45	134.24	252.69	0.82	251.87	121.9	137.7	259.6	2.81	256.8	285.03	275.18
12	302002	302171	170	302087.5	349	YLR085C	ARP6	divergent	-,+	68.6	103.64	172.25	0.56	171.68	72.06	104.63	176.69	2.55	174.14	194.29	186.61
12	302937	302994	58	302966.5	45	YLR086W	SMC4	NA	NA	5.92	16.29	22.21	0.19	22.02	12.83	19.74	32.57	2.18	30.4	24.92	32.57
12	319648	319822	175	319736	147	YLR089C	ALT1	NA	NA	47.38	25.17	72.55	0.58	71.97	51.33	28.13	79.46	2.56	76.9	81.45	82.4
12	320171	320617	447	320395	760	YLR090W	XDJ1	divergent	-,+	187.05	188.04	375.09	1.48	373.61	200.87	196.92	397.79	3.46	394.33	422.8	422.57
12	322133	322225	93	322180	173	YLR090W	XDJ1	directional	+,+	37.51	47.87	85.38	0.31	85.07	44.42	54.29	98.71	2.29	96.41	96.28	103.32
12	322875	323388	514	323132.5	1386	YLR091W	GEP5	NA	NA	300.57	383.48	684.05	1.7	682.35	306.98	390.39	697.37	3.69	693.69	772.19	743.36
12	327529	327676	148	327603.5	327	YLR094C	GIS3	directional	-,-	95.25	66.13	161.39	0.49	160.9	101.18	71.07	172.25	2.48	169.77	182.08	181.93
12	329375	329553	179	329465	258	YLR095C	IOC2	directional	-,-	64.16	63.17	127.33	0.59	126.74	74.52	74.52	149.05	2.58	146.47	143.43	156.96
12	332187	332368	182	332278.5	185	YLR095C	IOC2	divergent	-,+	62.19	29.12	91.31	0.6	90.7	67.12	32.57	99.7	2.59	97.11	102.65	104.06
12	339536	339653	118	339595.5	119	YLR098C	CHA4	directional	-,-	34.05	24.68	58.73	0.39	58.34	38.99	28.63	67.62	2.38	65.24	66.02	69.91
12	340994	341823	830	341409.5	5798	YLR100W	ERG27	NA	NA	1394.75	1466.8	2861.55	2.75	2858.8	1406.1	1480.13	2886.23	4.73	2881.49	3235.21	3087.82
12	343865	343924	60	343895.5	49	YLR103C	CDC45	directional	-,-	17.77	6.42	24.18	0.2	23.98	23.2	13.33	36.52	2.18	34.34	27.14	36.8
12	346030	346524	495	346278	383	YLR104W	null	divergent	-,+	105.12	83.9	189.03	1.64	187.39	108.58	85.38	193.96	3.62	190.34	212.06	203.97
12	363992	364043	52	364018.5	40	YLR107W	REX3	divergent	-,+	9.87	9.87	19.74	0.17	19.57	17.27	17.27	34.55	2.16	32.39	22.15	34.71
12	368269	368600	332	368435.5	733	YLR108C	null	divergent	-,+	171.26	190.51	361.77	1.1	360.67	173.23	191.99	365.22	3.08	362.14	408.15	388.07
12	369478	369568	91	369524	101	YLR110C	CCW12	convergent	+,-	33.56	16.29	49.85	0.3	49.55	36.52	17.77	54.29	2.29	52	56.07	55.73
12	370293	371369	1077	370832	1306	YLR110C	CCW12	divergent	-,+	303.53	341.04	644.56	3.56	641	310.44	345.48	655.92	5.55	650.37	725.4	696.94
12	377459	377550	92	377505.5	82	YLR114C	AVL9	divergent	-,+	14.81	25.66	40.47	0.3	40.17	29.61	45.9	75.51	2.29	73.22	45.45	78.46
12	384577	384732	156	384655.5	214	YLR118C	null	directional	-,-	34.05	71.56	105.62	0.52	105.1	38.99	79.46	118.45	2.5	115.95	118.94	124.25
12	387619	387780	162	387700.5	140	YLR120C	YPS1	NA	NA	24.18	44.91	69.1	0.54	68.56	30.11	52.32	82.42	2.52	79.9	77.59	85.62
12	388083	388806	724	388445.5	1678	YLR121C	YPS3	directional	-,-	356.83	471.33	828.16	2.4	825.77	365.71	483.18	848.89	4.38	844.51	934.49	904.98
12	390390	390890	501	390641	1122	YLR121C	YPS3	divergent	-,+	237.39	316.36	553.75	1.66	552.09	242.82	322.78	565.6	3.64	561.95	624.79	602.19
12	391700	391812	113	391757	101	YLR121C	YPS3	divergent	-,+	26.16	23.69	49.85	0.37	49.47	30.11	26.65	56.76	2.36	54.4	55.99	58.29
12	395612	395725	114	395669.5	81	YLR127C	APC2	directional	-,-	15.79	24.18	39.98	0.38	39.6	17.27	34.05	51.33	2.36	48.97	44.81	52.47
12	399422	399516	95	399470	64	YLR128W	DCN1	directional	+,+	13.33	18.26	31.59	0.31	31.27	22.21	30.6	52.81	2.3	50.51	35.39	54.13
12	402036	402138	103	402088	75	YLR129W	DIP2	NA	NA	21.22	15.79	37.02	0.34	36.67	31.09	21.22	52.32	2.33	49.99	41.5	53.57
12	404266	404480	215	404374	172	YLR131C	ACE2	directional	-,-	49.85	35.04	84.89	0.71	84.18	54.29	37.51	91.8	2.7	89.1	95.26	95.48
12	407165	407310	146	407238.5	110	YLR132C	null	directional	-,-	20.73	33.56	54.29	0.48	53.81	27.64	47.87	75.51	2.47	73.04	60.89	78.27
12	416796	417233	438	417015.5	609	YLR137W	null	NA	NA	173.73	126.84	300.57	1.45	299.12	185.57	137.7	323.27	3.43	319.83	338.5	342.74
12	418077	418201	125	418140	174	YLR137W	null	directional	+,+	37.51	48.37	85.88	0.41	85.46	41.46	56.26	97.72	2.4	95.32	96.71	102.15
12	423900	424195	296	424048.5	221	YLR141W	RRN5	NA	NA	76.5	32.57	109.07	0.98	108.09	104.63	45.9	150.53	2.96	147.57	122.33	158.13
12	424866	425003	138	424935.5	114	YLR141W	RRN5	directional	+,+	29.12	27.14	56.26	0.46	55.81	39.48	39.48	78.97	2.44	76.52	63.15	82
12	432052	432157	106	432105.5	80	YLR145W	RMP1	divergent	-,+	16.78	22.7	39.48	0.35	39.13	22.7	29.12	51.82	2.34	49.49	44.28	53.03
12	433753	433815	63	433785	44	YLR146C	SPE4	divergent	-,+	9.38	12.34	21.72	0.21	21.51	14.81	20.24	35.04	2.19	32.85	24.34	35.2
12	434511	434560	50	434536.5	40	YLR147C	SMD3	divergent	-,+	6.42	13.33	19.74	0.17	19.58	11.35	19.74	31.09	2.15	28.94	22.15	31.01
12	447735	447938	204	447837.5	311	YLR154C	RNH203	directional	-,-	90.32	63.17	153.49	0.68	152.82	94.76	66.63	161.39	2.66	158.73	172.94	170.09
12	449510	449784	275	449648	167	YLRWdelta6	null	divergent	-,+	40.47	41.95	82.42	0.91	81.51	51.33	47.87	99.2	2.9	96.31	92.24	103.2
12	500383	500622	240	500504.5	291	YLR170C	APS1	directional	-,-	71.07	72.55	143.62	0.79	142.83	75.51	80.94	156.45	2.78	153.67	161.63	164.68
12	504252	504388	137	504322	126	YLR173W	null	directional	+,+	24.18	38	62.19	0.45	61.73	30.6	38.99	69.59	2.44	67.15	69.86	71.96
12	510261	510602	342	510433.5	257	YLR176C	RFX1	divergent	-,+	67.62	59.22	126.84	1.13	125.71	79.46	77.49	156.95	3.12	153.83	142.26	164.84
12	510875	510996	122	510937.5	88	YLR177W	null	divergent	-,+	30.11	13.33	43.43	0.4	43.03	44.42	21.22	65.64	2.39	63.25	48.69	67.78
12	514012	514072	61	514044	39	YLR179C	null	directional	-,-	9.87	9.38	19.25	0.2	19.05	21.22	19.74	40.96	2.19	38.78	21.55	41.55
12	514387	514457	71	514424	57	YLR179C	null	NA	NA	18.75	9.38	28.13	0.23	27.9	26.16	13.82	39.98	2.22	37.76	31.57	40.46
12	514829	515126	298	514979.5	532	YLR179C	null	divergent	-,+	111.05	151.52	262.56	0.99	261.58	118.94	153.49	272.43	2.97	269.46	296.02	288.76
12	523443	523515	73	523481	28	YLR186W	EMG1	directional	+,+	11.84	1.97	13.82	0.24	13.58	28.13	12.34	40.47	2.23	38.24	15.37	40.98
12	534492	534751	260	534623.5	407	YLR189C	ATG26	divergent	-,+	87.85	113.02	200.87	0.86	200.01	90.81	116.48	207.29	2.85	204.44	226.35	219.08
12	539724	539873	150	539800.5	123	YLR192C	HCR1	directional	-,-	33.56	27.14	60.71	0.5	60.21	36.52	32.57	69.1	2.48	66.61	68.14	71.38
12	540595	540784	190	540691.5	237	YLR194C	null	directional	-,-	52.32	64.65	116.97	0.63	116.34	56.26	65.64	121.9	2.61	119.29	131.66	127.83
12	545827	545860	34	545845.5	31	YLR196W	PWP1	directional	+,+	7.9	7.4	15.3	0.11	15.19	17.77	15.79	33.56	2.1	31.46	17.19	33.72
12	552055	552238	184	552148.5	352	YLR204W	QRI5	divergent	-,+	109.07	64.65	173.73	0.61	173.12	111.54	67.62	179.16	2.59	176.56	195.91	189.2
12	553158	553239	82	553200.5	53	YLR205C	HMX1	NA	NA	9.38	16.78	26.16	0.27	25.89	17.27	28.13	45.41	2.26	43.15	29.29	46.24
12	553835	554385	551	554112	960	YLR205C	HMX1	divergent	-,+	278.85	194.95	473.8	1.82	471.98	287.24	200.87	488.11	3.81	484.3	534.12	518.98
12	556547	556694	148	556622.5	170	YLR207W	HRD3	directional	+,+	52.81	31.09	83.9	0.49	83.41	56.26	34.05	90.32	2.48	87.84	94.39	94.13
12	566351	566584	234	566469.5	444	YLR213C	CRR1	directional	-,-	157.44	61.69	219.13	0.77	218.36	170.27	66.63	236.9	2.76	234.14	247.11	250.91
12	567972	568423	452	568199.5	1790	YLR213C	CRR1	divergent	-,+	489.1	394.34	883.44	1.5	881.94	493.05	399.77	892.81	3.48	889.33	998.06	953.01
12	571972	572059	88	572017.5	53	YLR216C	CPR6	directional	-,-	11.84	14.31	26.16	0.29	25.87	21.72	23.69	45.41	2.28	43.13	29.27	46.22
12	573252	573981	730	573618.5	1029	YLR216C	CPR6	NA	NA	220.12	287.73	507.85	2.42	505.44	220.61	290.2	510.81	4.4	506.41	571.99	542.68
12	576424	576658	235	576543	188	YLR219W	MSC3	directional	+,+	43.43	49.35	92.79	0.78	92.01	43.93	51.82	95.75	2.76	92.98	104.12	99.64
12	585934	586292	359	586115	155	YLR224W	null	divergent	-,+	43.43	33.07	76.5	1.19	75.31	54.29	41.46	95.75	3.17	92.57	85.23	99.2
12	588963	589303	341	589135	306	YLR225C	null	divergent	-,+	73.54	77.49	151.02	1.13	149.9	77.49	85.38	162.87	3.11	159.75	169.63	171.19
12	602574	603007	434	602792.5	2093	ARS1218	null	directional	-,-	496.5	536.48	1032.98	1.44	1031.54	506.87	544.38	1051.24	3.42	1047.82	1167.36	1122.85
12	605150	605247	98	605200.5	75	tI(UAU)L	null	directional	-,-	23.2	13.82	37.02	0.32	36.69	31.09	21.22	52.32	2.31	50.01	41.52	53.59
12	607181	607676	496	607430.5	592	YLR233C	EST1	NA	NA	126.84	165.34	292.18	1.64	290.53	129.8	168.79	298.59	3.63	294.97	328.79	316.09
