chr	type	start	stop	orientation	sysname	genename 
8	mRNA	302761	313995	+	YHR099W_mRNA	
8	gene	314116	314673	-	YHR100C	GEP4
8	CDS	314116	314673	-		
8	mRNA	314116	314673	-	YHR100C_mRNA	
8	gene	314874	315968	-	YHR101C	BIG1
8	CDS	314874	315771	-		
8	CDS	315859	315968	-		
8	intron	315772	315858	-		
8	mRNA	314874	315968	-	YHR101C_mRNA	
8	gene	316572	319814	+	YHR102W	KIC1
8	CDS	316572	319814	+		
8	mRNA	316572	319814	+	YHR102W_mRNA	
8	gene	320414	322972	+	YHR103W	SBE22
8	CDS	320414	322972	+		
8	mRNA	320414	322972	+	YHR103W_mRNA	
8	gene	323409	324392	+	YHR104W	GRE3
8	CDS	323409	324392	+		
8	mRNA	323409	324392	+	YHR104W_mRNA	
8	gene	324766	325410	+	YHR105W	YPT35
8	CDS	324766	325410	+		
8	mRNA	324766	325410	+	YHR105W_mRNA	
8	gene	325598	326626	+	YHR106W	TRR2
8	CDS	325598	326626	+		
8	mRNA	325598	326626	+	YHR106W_mRNA	
8	gene	326813	328036	-	YHR107C	CDC12
8	CDS	326813	328036	-		
8	mRNA	326813	328036	-	YHR107C_mRNA	
8	gene	328303	330060	+	YHR108W	GGA2
8	CDS	328303	330060	+		
8	mRNA	328303	330060	+	YHR108W_mRNA	
8	gene	330310	332067	+	YHR109W	CTM1
8	CDS	330310	332067	+		
8	mRNA	330310	332067	+	YHR109W_mRNA	
8	gene	332282	332920	+	YHR110W	ERP5
8	CDS	332282	332920	+		
8	mRNA	332282	332920	+	YHR110W_mRNA	
8	gene	333072	334394	+	YHR111W	UBA4
8	CDS	333072	334394	+		
8	mRNA	333072	334394	+	YHR111W_mRNA	
8	gene	334527	335663	-	YHR112C	Dubious_ORF
8	CDS	334527	335663	-		
8	mRNA	334527	335663	-	YHR112C_mRNA	
8	gene	336337	337809	+	YHR113W	APE4
8	CDS	336337	337809	+		
8	mRNA	336337	337809	+	YHR113W_mRNA	
8	gene	338083	339984	+	YHR114W	BZZ1
8	CDS	338083	339984	+		
8	mRNA	338083	339984	+	YHR114W_mRNA	
8	gene	340109	341359	-	YHR115C	DMA1
8	CDS	340109	341359	-		
8	mRNA	340109	341359	-	YHR115C_mRNA	
8	gene	341665	342120	+	YHR116W	COX23
8	CDS	341665	342120	+		
8	mRNA	341665	342120	+	YHR116W_mRNA	
8	gene	342349	344268	+	YHR117W	TOM71
8	CDS	342349	344268	+		
8	mRNA	342349	344268	+	YHR117W_mRNA	
8	gene	344321	345628	-	YHR118C	ORC6
8	CDS	344321	345628	-		
8	mRNA	344321	345628	-	YHR118C_mRNA	
8	gene	346043	349285	+	YHR119W	SET1
8	CDS	346043	349285	+		
8	mRNA	346043	349285	+	YHR119W_mRNA	
8	gene	349574	352453	+	YHR120W	MSH1
8	CDS	349574	352453	+		
8	mRNA	349574	352453	+	YHR120W_mRNA	
8	gene	352756	353319	+	YHR121W	LSM12
8	CDS	352756	353319	+		
8	mRNA	352756	353319	+	YHR121W_mRNA	
8	gene	353625	354320	+	YHR122W	CIA2
8	CDS	353625	354320	+		
8	mRNA	353625	354320	+	YHR122W_mRNA	
8	gene	354815	356081	+	YHR123W	EPT1
8	CDS	354815	354864	+		
8	CDS	354956	356081	+		
8	intron	354865	354955	+		
8	mRNA	354815	356081	+	YHR123W_mRNA	
8	gene	356561	358444	+	YHR124W	NDT80
8	CDS	356561	358444	+		
8	mRNA	356561	358444	+	YHR124W_mRNA	
8	tRNA_gene	358478	358569	-	tF%28GAA%29H2	
8	intron	358514	358532	-		
8	noncoding_exon	358478	358513	-		
8	noncoding_exon	358533	358569	-		
8	long_terminal_repeat	358672	358850	-	YHRCdelta8	
8	long_terminal_repeat	358850	359067	-	YHRCtau4	
8	gene	358858	359163	+	YHR125W	Dubious_ORF
8	CDS	358858	359163	+		
8	mRNA	358858	359163	+	YHR125W_mRNA	
8	long_terminal_repeat	359079	359372	+	YHRWdelta9	
8	gene	359702	360181	-	YHR126C	ANS1
8	CDS	359702	360181	-		
8	mRNA	359702	360181	-	YHR126C_mRNA	
8	gene	360913	361644	+	YHR127W	Dubious_ORF
8	CDS	360913	361644	+		
8	mRNA	360913	361644	+	YHR127W_mRNA	
8	region	362115	362765	+		
8	gene	362115	362765	+	YHR128W	FUR1
8	CDS	362115	362765	+		
8	mRNA	362115	362765	+	YHR128W_mRNA	
8	gene	362999	364153	-	YHR129C	ARP1
8	CDS	362999	364153	-		
8	mRNA	362999	364153	-	YHR129C_mRNA	
8	gene	364965	365300	-	YHR130C	Dubious_ORF
8	CDS	364965	365300	-		
8	mRNA	364965	365300	-	YHR130C_mRNA	
8	gene	365340	367892	-	YHR131C	Dubious_ORF
8	CDS	365340	367892	-		
8	mRNA	365340	367892	-	YHR131C_mRNA	
8	gene	367747	367992	+	YHR131W-A	Dubious_ORF
8	CDS	367747	367992	+		
8	mRNA	367747	367992	+	YHR131W-A_mRNA	
8	gene	368502	369794	-	YHR132C	ECM14
8	CDS	368502	369794	-		
8	mRNA	368502	369794	-	YHR132C_mRNA	
8	gene	370054	370449	+	YHR132W-A	IGO2
8	CDS	370054	370449	+		
8	mRNA	370054	370449	+	YHR132W-A_mRNA	
8	gene	370722	371597	-	YHR133C	NSG1
8	CDS	370722	371597	-		
8	mRNA	370722	371597	-	YHR133C_mRNA	
8	gene	371749	372558	+	YHR134W	WSS1
8	CDS	371749	372558	+		
8	mRNA	371749	372558	+	YHR134W_mRNA	
8	gene	372694	374310	-	YHR135C	YCK1
8	CDS	372694	374310	-		
8	mRNA	372694	374310	-	YHR135C_mRNA	
8	gene	374654	375100	-	YHR136C	SPL2
8	CDS	374654	375100	-		
8	mRNA	374654	375100	-	YHR136C_mRNA	
8	gene	375709	377250	+	YHR137W	ARO9
8	CDS	375709	377250	+		
8	mRNA	375709	377250	+	YHR137W_mRNA	
8	gene	375738	376388	-	YHR137C-A	Dubious_ORF
8	CDS	375738	376388	-		
8	mRNA	375738	376388	-	YHR137C-A_mRNA	
8	gene	377355	377699	-	YHR138C	Dubious_ORF
8	CDS	377355	377699	-		
8	mRNA	377355	377699	-	YHR138C_mRNA	
8	gene	378219	379199	-	YHR139C	SPS100
8	CDS	378219	379199	-		
8	mRNA	378219	379199	-	YHR139C_mRNA	
8	gene	380108	380419	-	YHR139C-A	Dubious_ORF
8	CDS	380108	380419	-		
8	mRNA	380108	380419	-	YHR139C-A_mRNA	
8	gene	380572	381291	+	YHR140W	Dubious_ORF
8	CDS	380572	381291	+		
8	mRNA	380572	381291	+	YHR140W_mRNA	
8	snoRNA_gene	381540	381727	+	snR32	SNR32
8	noncoding_exon	381540	381727	+		
8	gene	381990	382751	-	YHR141C	RPL42B
8	CDS	381990	382306	-		
8	CDS	382748	382751	-		
8	intron	382307	382747	-		
8	mRNA	381990	382751	-	YHR141C_mRNA	
8	gene	383538	384488	+	YHR142W	CHS7
8	CDS	383538	384488	+		
8	mRNA	383538	384488	+	YHR142W_mRNA	
8	gene	385510	386487	+	YHR143W	DSE2
8	CDS	385510	386487	+		
8	mRNA	385510	386487	+	YHR143W_mRNA	
8	gene	387233	387445	+	YHR143W-A	RPC10
8	CDS	387233	387445	+		
8	mRNA	387233	387445	+	YHR143W-A_mRNA	
8	gene	387788	388726	-	YHR144C	DCD1
8	CDS	387788	388726	-		
8	mRNA	387788	388726	-	YHR144C_mRNA	
8	tRNA_gene	388893	388995	-	tP%28UGG%29H	SUF8
8	intron	388929	388959	-		
8	noncoding_exon	388893	388928	-		
8	noncoding_exon	388960	388995	-		
8	gene	388981	389337	-	YHR145C	Dubious_ORF
8	CDS	388981	389337	-		
8	mRNA	388981	389337	-	YHR145C_mRNA	
8	long_terminal_repeat	389177	389509	-	YHRCdelta10	
8	long_terminal_repeat	389613	389845	-	YHRCdelta11	
8	gene	390300	391697	+	YHR146W	CRP1
8	CDS	390300	391697	+		
8	mRNA	390300	391697	+	YHR146W_mRNA	
8	ARS	392180	392395	.	ARS818	
8	ARS_consensus_sequence	392233	392249	-	ARS818_ARS_consensus_sequence	
8	gene	392639	393283	-	YHR147C	MRPL6
8	CDS	392639	393283	-		
8	mRNA	392639	393283	-	YHR147C_mRNA	
8	gene	393534	394085	+	YHR148W	IMP3
8	CDS	393534	394085	+		
8	mRNA	393534	394085	+	YHR148W_mRNA	
8	gene	394455	396659	-	YHR149C	SKG6
8	CDS	394455	396659	-		
8	mRNA	394455	396659	-	YHR149C_mRNA	
8	gene	397251	398990	+	YHR150W	PEX28
8	CDS	397251	398990	+		
8	mRNA	397251	398990	+	YHR150W_mRNA	
8	gene	399268	400848	-	YHR151C	MTC6
8	CDS	399268	400848	-		
8	mRNA	399268	400848	-	YHR151C_mRNA	
8	gene	401434	401955	+	YHR152W	SPO12
8	CDS	401434	401955	+		
8	mRNA	401434	401955	+	YHR152W_mRNA	
8	gene	402086	402682	-	YHR153C	SPO16
8	CDS	402086	402682	-		
8	mRNA	402086	402682	-	YHR153C_mRNA	
8	gene	402966	406178	+	YHR154W	RTT107
8	CDS	402966	406178	+		
8	mRNA	402966	406178	+	YHR154W_mRNA	
8	gene	407103	410789	+	YHR155W	LAM1
8	CDS	407103	410789	+		
8	mRNA	407103	410789	+	YHR155W_mRNA	
8	snoRNA_gene	411228	411317	+	snR71	SNR71
8	noncoding_exon	411228	411317	+		
8	gene	411384	412406	-	YHR156C	LIN1
8	CDS	411384	412406	-		
8	mRNA	411384	412406	-	YHR156C_mRNA	
8	gene	412907	413455	+	YHR157W	REC104
8	CDS	412907	413455	+		
8	mRNA	412907	413455	+	YHR157W_mRNA	
8	gene	413685	417179	-	YHR158C	KEL1
8	CDS	413685	417179	-		
8	mRNA	413685	417179	-	YHR158C_mRNA	
8	gene	417549	419063	+	YHR159W	TDA11
8	CDS	417549	419063	+		
8	mRNA	417549	419063	+	YHR159W_mRNA	
8	gene	419221	420072	-	YHR160C	PEX18
8	CDS	419221	420072	-		
8	mRNA	419221	420072	-	YHR160C_mRNA	
8	gene	420373	422286	-	YHR161C	YAP1801
8	CDS	420373	422286	-		
8	mRNA	420373	422286	-	YHR161C_mRNA	
8	gene	423072	423461	+	YHR162W	MPC2
8	CDS	423072	423461	+		
8	mRNA	423072	423461	+	YHR162W_mRNA	
8	gene	423724	424473	+	YHR163W	SOL3
8	CDS	423724	424473	+		
8	mRNA	423724	424473	+	YHR163W_mRNA	
8	gene	424610	429178	-	YHR164C	DNA2
8	CDS	424610	429178	-		
8	mRNA	424610	429178	-	YHR164C_mRNA	
8	gene	429707	436948	-	YHR165C	PRP8
8	CDS	429707	436948	-		
8	mRNA	429707	436948	-	YHR165C_mRNA	
8	gene	436647	436958	+	YHR165W-A	Dubious_ORF
8	CDS	436647	436958	+		
8	mRNA	436647	436958	+	YHR165W-A_mRNA	
8	gene	437170	439050	-	YHR166C	CDC23
8	CDS	437170	439050	-		
8	mRNA	437170	439050	-	YHR166C_mRNA	
8	gene	439342	440127	+	YHR167W	THP2
8	CDS	439342	440127	+		
8	mRNA	439342	440127	+	YHR167W_mRNA	
8	gene	440377	441933	+	YHR168W	MTG2
8	CDS	440377	441933	+		
8	mRNA	440377	441933	+	YHR168W_mRNA	
8	gene	442181	443476	+	YHR169W	DBP8
8	CDS	442181	443476	+		
8	mRNA	442181	443476	+	YHR169W_mRNA	
8	gene	443828	445384	+	YHR170W	NMD3
8	CDS	443828	445384	+		
8	mRNA	443828	445384	+	YHR170W_mRNA	
8	gene	445713	447605	+	YHR171W	ATG7
8	CDS	445713	447605	+		
8	mRNA	445713	447605	+	YHR171W_mRNA	
8	ARS	447714	447795	.	ARS820	
8	ARS_consensus_sequence	447777	447793	-	ARS820_ARS_consensus_sequence	
8	gene	448335	450806	+	YHR172W	SPC97
8	CDS	448335	450806	+		
8	mRNA	448335	450806	+	YHR172W_mRNA	
8	gene	450815	451153	-	YHR173C	Dubious_ORF
8	CDS	450815	451153	-		
8	mRNA	450815	451153	-	YHR173C_mRNA	
8	gene	451327	452640	+	YHR174W	ENO2
8	CDS	451327	452640	+		
8	mRNA	451327	452640	+	YHR174W_mRNA	
8	gene	452872	453441	+	YHR175W	CTR2
8	CDS	452872	453441	+		
8	mRNA	452872	453441	+	YHR175W_mRNA	
8	gene	453558	453707	+	YHR175W-A	Dubious_ORF
8	CDS	453558	453707	+		
8	mRNA	453558	453707	+	YHR175W-A_mRNA	
8	gene	454229	455527	+	YHR176W	FMO1
8	CDS	454229	455527	+		
8	mRNA	454229	455527	+	YHR176W_mRNA	
8	gene	456591	457952	+	YHR177W	Dubious_ORF
8	CDS	456591	457952	+		
8	mRNA	456591	457952	+	YHR177W_mRNA	
8	gene	459299	461530	+	YHR178W	STB5
8	CDS	459299	461530	+		
8	mRNA	459299	461530	+	YHR178W_mRNA	
8	gene	462502	463704	+	YHR179W	OYE2
8	CDS	462502	463704	+		
8	mRNA	462502	463704	+	YHR179W_mRNA	
8	long_terminal_repeat	463920	464147	-	YHRCdelta12	
8	gene	465178	465669	+	YHR180W	Dubious_ORF
8	CDS	465178	465669	+		
8	mRNA	465178	465669	+	YHR180W_mRNA	
8	long_terminal_repeat	466549	466863	+	YHRWdelta13	
8	long_terminal_repeat	466884	466975	-	YHRCsigma3	
8	gene	466932	467114	+	YHR180W-A	Dubious_ORF
8	CDS	466932	467114	+		
8	mRNA	466932	467114	+	YHR180W-A_mRNA	
8	gene	466958	467062	-	YHR180C-B	Dubious_ORF
8	CDS	466958	467062	-		
8	mRNA	466958	467062	-	YHR180C-B_mRNA	
8	tRNA_gene	466990	467061	+	tT%28UGU%29H	
8	noncoding_exon	466990	467061	+		
8	gene	467228	467914	+	YHR181W	SVP26
8	CDS	467228	467914	+		
8	mRNA	467228	467914	+	YHR181W_mRNA	
8	gene	468219	470576	+	YHR182W	Dubious_ORF
8	CDS	468219	470576	+		
8	mRNA	468219	470576	+	YHR182W_mRNA	
8	gene	470939	471412	-	YHR182C-A	Dubious_ORF
8	CDS	470939	471412	-		
8	mRNA	470939	471412	-	YHR182C-A_mRNA	
8	gene	470960	472429	+	YHR183W	GND1
8	CDS	470960	472429	+		
8	mRNA	470960	472429	+	YHR183W_mRNA	
8	gene	472744	474459	+	YHR184W	SSP1
8	CDS	472744	474459	+		
8	mRNA	472744	474459	+	YHR184W_mRNA	
8	gene	474627	475340	-	YHR185C	PFS1
8	CDS	474627	475340	-		
8	mRNA	474627	475340	-	YHR185C_mRNA	
8	tRNA_gene	475706	475778	-	tV%28CAC%29H	
8	noncoding_exon	475706	475778	-		
8	gene	475999	480672	-	YHR186C	KOG1
8	CDS	475999	480672	-		
8	mRNA	475999	480672	-	YHR186C_mRNA	
8	gene	480990	481919	+	YHR187W	IKI1
8	CDS	480990	481919	+		
8	mRNA	480990	481919	+	YHR187W_mRNA	
8	gene	482005	483837	-	YHR188C	GPI16
8	CDS	482005	483837	-		
8	mRNA	482005	483837	-	YHR188C_mRNA	
8	gene	484028	484600	+	YHR189W	PTH1
8	CDS	484028	484600	+		
8	mRNA	484028	484600	+	YHR189W_mRNA	
8	region	484845	486179	+		
8	gene	484845	486179	+	YHR190W	ERG9
8	CDS	484845	486179	+		
8	mRNA	484845	486179	+	YHR190W_mRNA	
8	gene	486230	486631	-	YHR191C	CTF8
8	CDS	486230	486631	-		
8	mRNA	486230	486631	-	YHR191C_mRNA	
8	gene	486826	487662	+	YHR192W	LNP1
8	CDS	486826	487662	+		
8	mRNA	486826	487662	+	YHR192W_mRNA	
8	gene	487712	488236	-	YHR193C	EGD2
8	CDS	487712	488236	-		
8	mRNA	487712	488236	-	YHR193C_mRNA	
8	gene	488653	489027	-	YHR193C-A	Dubious_ORF
8	CDS	488653	489027	-		
8	mRNA	488653	489027	-	YHR193C-A_mRNA	
8	gene	488657	490396	+	YHR194W	MDM31
8	CDS	488657	490396	+		
8	mRNA	488657	490396	+	YHR194W_mRNA	
8	gene	490747	491712	+	YHR195W	NVJ1
8	CDS	490747	491712	+		
8	mRNA	490747	491712	+	YHR195W_mRNA	
8	gene	491931	493658	+	YHR196W	UTP9
8	CDS	491931	493658	+		
8	mRNA	491931	493658	+	YHR196W_mRNA	
8	gene	493896	496187	+	YHR197W	RIX1
8	CDS	493896	496187	+		
8	mRNA	493896	496187	+	YHR197W_mRNA	
8	gene	496315	497280	-	YHR198C	AIM18
8	CDS	496315	497280	-		
8	mRNA	496315	497280	-	YHR198C_mRNA	
8	gene	497490	498422	-	YHR199C	AIM46
8	CDS	497490	498422	-		
8	mRNA	497490	498422	-	YHR199C_mRNA	
8	gene	498571	498859	-	YHR199C-A	NBL1
8	CDS	498571	498719	-		
8	CDS	498787	498859	-		
8	intron	498720	498786	-		
8	mRNA	498571	498859	-	YHR199C-A_mRNA	
8	gene	499079	499885	+	YHR200W	RPN10
8	CDS	499079	499885	+		
8	mRNA	499079	499885	+	YHR200W_mRNA	
8	gene	499950	501143	-	YHR201C	PPX1
8	CDS	499950	501143	-		
8	mRNA	499950	501143	-	YHR201C_mRNA	
8	ARS	501756	501996	.	ARS822	
8	gene	502388	504196	+	YHR202W	Dubious_ORF
8	CDS	502388	504196	+		
8	mRNA	502388	504196	+	YHR202W_mRNA	
8	gene	504476	505530	-	YHR203C	RPS4B
8	CDS	504476	505247	-		
8	CDS	505517	505530	-		
8	intron	505248	505516	-		
8	mRNA	504476	505530	-	YHR203C_mRNA	
8	gene	506319	508709	+	YHR204W	MNL1
8	CDS	506319	508709	+		
8	mRNA	506319	508709	+	YHR204W_mRNA	
8	gene	509363	511837	+	YHR205W	SCH9
8	CDS	509363	511837	+		
8	mRNA	509363	511837	+	YHR205W_mRNA	
8	gene	512732	514600	+	YHR206W	SKN7
8	CDS	512732	514600	+		
8	mRNA	512732	514600	+	YHR206W_mRNA	
8	gene	514905	516485	-	YHR207C	SET5
8	CDS	514905	516485	-		
8	mRNA	514905	516485	-	YHR207C_mRNA	
8	gene	517532	518713	+	YHR208W	BAT1
8	CDS	517532	518713	+		
8	mRNA	517532	518713	+	YHR208W_mRNA	
8	gene	519437	520312	+	YHR209W	CRG1
8	CDS	519437	520312	+		
8	mRNA	519437	520312	+	YHR209W_mRNA	
8	gene	520712	521737	-	YHR210C	Dubious_ORF
8	CDS	520712	521737	-		
8	mRNA	520712	521737	-	YHR210C_mRNA	
8	gene	525392	528619	+	YHR211W	FLO5
8	CDS	525392	528619	+		
8	mRNA	525392	528619	+	YHR211W_mRNA	
8	long_terminal_repeat	530049	530379	-	YHRCdelta14	
8	gene	537759	538094	-	YHR212C	Dubious_ORF
8	CDS	537759	538094	-		
8	mRNA	537759	538094	-	YHR212C_mRNA	
8	gene	538742	538945	+	YHR212W-A	Dubious_ORF
8	CDS	538742	538945	+		
8	mRNA	538742	538945	+	YHR212W-A_mRNA	
8	gene	539151	539747	+	YHR213W	Dubious_ORF
8	CDS	539151	539747	+		
8	mRNA	539151	539747	+	YHR213W_mRNA	
8	gene	540549	540782	+	YHR213W-A	Dubious_ORF
8	CDS	540549	540782	+		
8	mRNA	540549	540782	+	YHR213W-A_mRNA	
8	gene	540800	541099	+	YHR213W-B	Dubious_ORF
8	CDS	540800	541099	+		
8	mRNA	540800	541099	+	YHR213W-B_mRNA	
8	gene	541651	542262	+	YHR214W	Dubious_ORF
8	CDS	541651	542262	+		
8	mRNA	541651	542262	+	YHR214W_mRNA	
8	gene	543008	543493	+	YHR214W-A	Dubious_ORF
8	CDS	543008	543493	+		
8	mRNA	543008	543493	+	YHR214W-A_mRNA	
8	long_terminal_repeat	543610	543941	-	YHRCdelta15	
8	LTR_retrotransposon	543610	549637	-	YHRCTy1-1	
8	transposable_element_gene	543964	549346	-	YHR214C-B	
8	CDS	543964	547929	-		
8	CDS	547931	549346	-		
8	plus_1_translational_frameshift	547930	547930	-		
8	transposable_element_gene	547910	549346	-	YHR214C-C	
8	CDS	547910	549346	-		
8	long_terminal_repeat	549306	549637	-	YHRCdelta16	
8	gene	550648	550941	-	YHR214C-D	Dubious_ORF
8	CDS	550648	550941	-		
8	mRNA	550648	550941	-	YHR214C-D_mRNA	
8	gene	551200	551499	-	YHR214C-E	Dubious_ORF
8	CDS	551200	551499	-		
8	mRNA	551200	551499	-	YHR214C-E_mRNA	
8	gene	552099	553502	+	YHR215W	PHO12
8	CDS	552099	553502	+		
8	mRNA	552099	553502	+	YHR215W_mRNA	
8	gene	554396	555967	+	YHR216W	IMD2
8	CDS	554396	555967	+		
8	mRNA	554396	555967	+	YHR216W_mRNA	
8	ARS	556001	556331	.	ARS824	
8	telomere	556105	562643	+	TEL08R	
8	X_element	556105	556575	+	TEL08R_X_element	
8	X_element_combinatorial_repeat	556576	556831	+	TEL08R_X_element_combinatorial_repeat	
8	Y_prime_element	556986	562456	+	TEL08R_Y_prime_element	
8	telomeric_repeat	556832	556985	+	TEL08R_telomeric_repeat_1	
8	telomeric_repeat	562457	562643	+	TEL08R_telomeric_repeat_2	
8	gene	556581	557042	-	YHR217C	Dubious_ORF
8	CDS	556581	557042	-		
8	mRNA	556581	557042	-	YHR217C_mRNA	
8	gene	558014	559924	+	YHR218W	Dubious_ORF
8	CDS	558014	558615	+		
8	CDS	558715	559924	+		
8	intron	558616	558714	+		
8	mRNA	558014	559924	+	YHR218W_mRNA	
8	gene	559932	560249	+	YHR218W-A	Dubious_ORF
8	CDS	559932	560249	+		
8	mRNA	559932	560249	+	YHR218W-A_mRNA	
8	gene	560173	562047	+	YHR219W	Dubious_ORF
8	CDS	560173	562047	+		
8	mRNA	560173	562047	+	YHR219W_mRNA	
8	gene	561199	561681	-	YHR219C-A	Dubious_ORF
8	CDS	561199	561681	-		
8	mRNA	561199	561681	-	YHR219C-A_mRNA	
9	chromosome	1	439888	.	9	
9	telomere	1	7784	-	TEL09L	
9	X_element	7322	7784	-	TEL09L_X_element	
9	X_element_combinatorial_repeat	6949	7321	-	TEL09L_X_element_combinatorial_repeat	
9	Y_prime_element	78	6948	-	TEL09L_Y_prime_element	
9	telomeric_repeat	1	77	-	TEL09L_telomeric_repeat	
9	gene	483	6147	-	YIL177C	Dubious_ORF
9	CDS	483	4598	-		
9	CDS	4987	6147	-		
9	intron	4599	4986	-		
9	mRNA	483	6147	-	YIL177C_mRNA	
9	gene	846	1328	+	YIL177W-A	Dubious_ORF
9	CDS	846	1328	+		
9	mRNA	846	1328	+	YIL177W-A_mRNA	
9	ARS	7470	8793	.	ARS902	
9	gene	8793	9155	-	YIL176C	PAU14
9	CDS	8793	9155	-		
9	mRNA	8793	9155	-	YIL176C_mRNA	
9	pseudogene	9183	9500	+	YIL175W	
9	pseudogene	9469	9696	+	YIL174W	
9	gene	11492	16141	+	YIL173W	VTH1
9	CDS	11492	16141	+		
9	mRNA	11492	16141	+	YIL173W_mRNA	
9	ARS	16141	16784	.	ARS904	
9	gene	16784	18553	-	YIL172C	IMA3
9	CDS	16784	18553	-		
9	mRNA	16784	18553	-	YIL172C_mRNA	
9	gene	18260	18712	+	YIL171W-A	Dubious_ORF
9	CDS	18260	18712	+		
9	mRNA	18260	18712	+	YIL171W-A_mRNA	
9	pseudogene	19515	19844	+	YIL171W	
9	pseudogene	19847	21220	+	YIL170W	HXT12
9	gene	23119	26106	-	YIL169C	Dubious_ORF
9	CDS	23119	26106	-		
9	mRNA	23119	26106	-	YIL169C_mRNA	
9	blocked_reading_frame	29032	30048	+	YIL167W	SDL1
9	CDS	29032	30048	+		
9	gene	30938	32566	-	YIL166C	Dubious_ORF
9	CDS	30938	32566	-		
9	mRNA	30938	32566	-	YIL166C_mRNA	
9	gene	33718	34077	-	YIL165C	Dubious_ORF
9	CDS	33718	34077	-		
9	mRNA	33718	34077	-	YIL165C_mRNA	
9	gene	34087	34686	-	YIL164C	NIT1
9	CDS	34087	34686	-		
9	mRNA	34087	34686	-	YIL164C_mRNA	
9	gene	36899	37252	-	YIL163C	Dubious_ORF
9	CDS	36899	37252	-		
9	mRNA	36899	37252	-	YIL163C_mRNA	
9	region	37385	38983	+		
9	gene	37385	38983	+	YIL162W	SUC2
9	CDS	37385	38983	+		
9	mRNA	37385	38983	+	YIL162W_mRNA	
9	gene	39433	40140	+	YIL161W	Dubious_ORF
9	CDS	39433	40140	+		
9	mRNA	39433	40140	+	YIL161W_mRNA	
9	gene	40191	41444	-	YIL160C	POT1
9	CDS	40191	41444	-		
9	mRNA	40191	41444	-	YIL160C_mRNA	
9	gene	41825	45952	+	YIL159W	BNR1
9	CDS	41825	45952	+		
9	mRNA	41825	45952	+	YIL159W_mRNA	
9	gene	46201	46815	+	YIL158W	AIM20
9	CDS	46201	46815	+		
9	mRNA	46201	46815	+	YIL158W_mRNA	
9	gene	46949	47542	-	YIL157C	COA1
9	CDS	46949	47542	-		
9	mRNA	46949	47542	-	YIL157C_mRNA	
9	gene	47292	47693	+	YIL156W-A	Dubious_ORF
9	CDS	47292	47693	+		
9	mRNA	47292	47693	+	YIL156W-A_mRNA	
9	gene	47690	47973	+	YIL156W-B	Dubious_ORF
9	CDS	47690	47698	+		
9	CDS	47761	47973	+		
9	intron	47699	47760	+		
9	mRNA	47690	47973	+	YIL156W-B_mRNA	
9	gene	48091	51306	+	YIL156W	UBP7
9	CDS	48091	51306	+		
9	mRNA	48091	51306	+	YIL156W_mRNA	
9	gene	51759	53708	-	YIL155C	GUT2
9	CDS	51759	53708	-		
9	mRNA	51759	53708	-	YIL155C_mRNA	
9	gene	53981	55021	-	YIL154C	IMP2%27
9	CDS	53981	55021	-		
9	mRNA	53981	55021	-	YIL154C_mRNA	
9	gene	55198	56379	+	YIL153W	RRD1
9	CDS	55198	56379	+		
9	mRNA	55198	56379	+	YIL153W_mRNA	
9	gene	56545	57252	+	YIL152W	Dubious_ORF
9	CDS	56545	57252	+		
9	mRNA	56545	57252	+	YIL152W_mRNA	
9	gene	57338	60694	-	YIL151C	ESL1
9	CDS	57338	60694	-		
9	mRNA	57338	60694	-	YIL151C_mRNA	
9	gene	61013	62728	-	YIL150C	MCM10
9	CDS	61013	62728	-		
9	mRNA	61013	62728	-	YIL150C_mRNA	
9	gene	63028	68067	-	YIL149C	MLP2
9	CDS	63028	68067	-		
9	mRNA	63028	68067	-	YIL149C_mRNA	
9	gene	68708	69528	+	YIL148W	RPL40A
9	CDS	68708	68715	+		
9	CDS	69150	69528	+		
9	intron	68716	69149	+		
9	mRNA	68708	69528	+	YIL148W_mRNA	
9	gene	69791	73453	-	YIL147C	SLN1
9	CDS	69791	73453	-		
9	mRNA	69791	73453	-	YIL147C_mRNA	
9	ARS	73820	73991	.	ARS907	
9	gene	74184	75773	-	YIL146C	ATG32
9	CDS	74184	75773	-		
9	mRNA	74184	75773	-	YIL146C_mRNA	
9	gene	76354	77283	-	YIL145C	PAN6
9	CDS	76354	77283	-		
9	mRNA	76354	77283	-	YIL145C_mRNA	
9	gene	78074	80149	+	YIL144W	NDC80
9	CDS	78074	80149	+		
9	mRNA	78074	80149	+	YIL144W_mRNA	
9	gene	80510	83041	-	YIL143C	SSL2
9	CDS	80510	83041	-		
9	mRNA	80510	83041	-	YIL143C_mRNA	
9	gene	83208	83540	-	YIL142C-A	Dubious_ORF
9	CDS	83208	83540	-		
9	mRNA	83208	83540	-	YIL142C-A_mRNA	
9	gene	83302	84885	+	YIL142W	CCT2
9	CDS	83302	84885	+		
9	mRNA	83302	84885	+	YIL142W_mRNA	
9	gene	85053	85442	+	YIL141W	Dubious_ORF
9	CDS	85053	85442	+		
9	mRNA	85053	85442	+	YIL141W_mRNA	
9	gene	85366	87837	+	YIL140W	AXL2
9	CDS	85366	87837	+		
9	mRNA	85366	87837	+	YIL140W_mRNA	
9	gene	87979	88716	-	YIL139C	REV7
9	CDS	87979	88716	-		
9	mRNA	87979	88716	-	YIL139C_mRNA	
9	gene	89230	89715	-	YIL138C	TPM2
