CHROM	HS_START	HS_END	LENGTH	HITS	FEATURE_NAME	NAME	midpoint	Type	Direction	IGR	IGR.Start	IGR.End
10	270997	271051	55	36	YJL087C	TRL1	271024	NA	NA	NA	NA	NA
10	272614	272707	94	65	YJL085W	EXO70	272660.5	divergent	-,+	YJL087C_YJL085W	272480	272821
10	278206	278764	559	713	YJL083W	TAX4	278485	divergent	-,+	YJL084C_YJL083W	277997	278835
10	280722	281004	283	2289	YJL083W	TAX4	280863	directional	+,+	YJL083W_YJL082W	280650	281179
10	289497	289673	177	108	YJL079C	PRY1	289585	directional	-,-	YJL080C_YJL079C	289221	289869
10	291054	291526	473	1786	YJL078C	PRY3	291290	directional	-,-	YJL079C_YJL078C	290769	291330
10	294345	294669	325	438	YJL077C	ICS3	294507	convergent	+,-	YJL077W-B_YJL077C	294140	294660
10	294922	295144	223	368	YJL077C	ICS3	295033	NA	NA	NA	NA	NA
10	302876	303108	233	852	YJL074C	SMC3	302992	divergent	-,+	YJL074C_YJL073W	302844	303175
10	305887	306052	166	180	YJL072C	PSF2	305969.5	divergent	-,+	YJL072C_YJL071W	305857	306126
10	310703	310876	174	209	YJL069C	UTP18	310789.5	directional	-,-	YJL070C_YJL069C	310632	310916
10	312732	312932	201	447	YJL069C	UTP18	312832	directional	-,-	YJL069C_YJL068C	312701	313010
10	313958	314140	183	339	YJL066C	MPM1	314049	directional	-,-	YJL068C_YJL066C	313910	314108
10	314886	315249	364	517	YJL065C	DLS1	315067.5	NA	NA	NA	NA	NA
10	315532	315784	253	1424	YJL063C	MRPL8	315658	directional	-,-	YJL065C_YJL063C	315552	315753
10	316047	317264	1218	3257	YJL063C	MRPL8	316655.5	divergent	-,+	YJL063C_YJL062W-A	316470	316717
10	319779	319912	134	127	YJL062W	LAS21	319845.5	directional	+,+	YJL062W_YJL061W	319771	320010
10	322518	322715	198	280	YJL061W	NUP82	322616.5	directional	+,+	YJL061W_YJL060W	322152	323380
10	323109	323367	259	1252	YJL060W	BNA3	323238	directional	+,+	YJL061W_YJL060W	322152	323380
10	324741	324875	135	124	YJL060W	BNA3	324808	directional	+,+	YJL060W_YJL059W	324715	324958
10	330204	330371	168	377	YJL056C	ZAP1	330287.5	directional	-,-	YJL057C_YJL056C	330116	330425
10	333093	333431	339	1845	YJL055W	null	333262	divergent	-,+	YJL056C_YJL055W	333068	333351
10	334111	334203	93	63	YJL055W	null	334157	directional	+,+	YJL055W_YJL054W	334089	334259
10	335620	335827	208	201	YJL054W	TIM54	335723.5	directional	+,+	YJL054W_YJL053W	335696	335892
10	337257	338028	772	1201	YJL053W	PEP8	337642.5	convergent	+,-	YJL053W_YJL052C-A	337032	337878
10	339394	339619	226	307	YJL052W	TDH1	339506.5	directional	+,+	YJL052W_YJL051W	339264	339781
10	342248	342417	170	114	YJL051W	IRC8	342332.5	directional	+,+	YJL051W_YJL050W	342250	342516
10	348740	349559	820	971	YJL047C	RTT101	349149.5	NA	NA	NA	NA	NA
10	355702	355851	150	106	YJL045W	null	355776.5	directional	+,+	YJL046W_YJL045W	353610	356018
10	359753	360057	305	776	YJL043W	null	359905	divergent	-,+	YJL044C_YJL043W	359671	360124
10	360401	361116	716	1520	YJL043W	null	360758.5	NA	NA	NA	NA	NA
10	361699	361832	134	96	YJL042W	MHP1	361765.5	NA	NA	NA	NA	NA
10	362153	362206	54	58	YJL042W	MHP1	362179.5	NA	NA	NA	NA	NA
10	365523	365662	140	133	YJL042W	MHP1	365592.5	directional	+,+	YJL042W_YJL041W	365440	365778
10	373997	374436	440	451	tD(GUC)J3	null	374216.5	directional	-,-	YJL039C_YJL038C	373794	375109
10	376211	376312	102	59	ARS1013	null	376261.5	divergent	-,+	YJL038C_YJL037W	375769	376656
10	378464	378684	221	318	tV(AAC)J	null	378574	directional	+,+	YJL037W_YJL036W	377331	378819
10	381011	381232	222	751	YJL035C	TAD2	381121.5	divergent	-,+	YJL035C_YJL034W	380996	381321
10	383596	383726	130	136	YJL033W	HCA4	383661	directional	+,+	YJL034W_YJL033W	383370	383831
10	387520	387615	96	70	YJL030W	MAD2	387567.5	divergent	-,+	YJL031C_YJL030W	387433	387651
10	390201	390346	146	147	YJL029C	VPS53	390273.5	NA	NA	NA	NA	NA
10	390959	392288	1330	3193	YJL029C	VPS53	391623.5	NA	NA	NA	NA	NA
10	393641	393849	209	796	YJL026W	RNR2	393745	directional	+,+	YJL026W_YJL025W	393598	393961
10	396865	396930	66	52	tG(GCC)J1	null	396897.5	directional	-,-	YJL024C_YJL023C	396587	397349
10	402566	402761	196	200	YJL019W	MPS3	402663.5	divergent	-,+	YJL020C_YJL019W	402405	402891
10	407321	407462	141	103	YJL016W	null	407391.5	directional	+,+	YJL016W_YJL014W	407268	407551
10	411099	411142	44	35	YJL013C	MAD3	411120.5	directional	-,-	YJL013C_YJL012C	411034	411227
10	413470	413701	232	475	YJL012C	VTC4	413585.5	directional	-,-	YJL012C_YJL011C	413393	414278
10	421813	421882	70	60	YJLWtau4	null	421847.5	directional	-,-	YJL008C_YJL006C	421657	423131
10	424197	424407	211	258	tL(UAA)J	SUP51	424302	divergent	-,+	YJL006C_YJL005W	424103	425150
10	424836	424954	119	100	YJL005W	CYR1	424895	divergent	-,+	YJL006C_YJL005W	424103	425150
10	448941	449059	119	93	YJR006W	POL31	449000	divergent	-,+	YJR005C-A_YJR006W	448751	449194
10	454991	455403	413	806	ARS1016	null	455197	divergent	-,+	YJR009C_YJR010W	454674	456231
10	455738	455953	216	221	ARS1016	null	455845.5	divergent	-,+	YJR009C_YJR010W	454674	456231
10	458435	458563	129	110	YJR010C-A	SPC1	458499	directional	-,-	YJR010C-A_YJR011C	458354	458633
10	459460	459617	158	139	ARS1017	null	459538.5	directional_overlapping	-,-	YJR011C_YJR012C	459419	459787
10	460180	460363	184	206	YJR012C	null	460271.5	NA	NA	NA	NA	NA
10	461564	461778	215	392	YJR013W	GPI14	461671	directional_overlapping	+,+	YJR013W_YJR014W	461586	461821
10	462498	462678	181	179	YJR015W	null	462588	directional	+,+	YJR014W_YJR015W	462418	462713
10	466243	466555	313	1694	YJR017C	ESS1	466399	directional	-,-	YJR016C_YJR017C	466201	466513
10	467017	467228	212	395	YJR017C	ESS1	467122.5	directional	-,-	YJR017C_YJR019C	467026	467224
10	468275	468500	226	450	YJR019C	TES1	468387.5	directional	-,-	YJR019C_YJR021C	468274	468547
10	469567	469754	188	245	YJR021C	REC107	469660.5	divergent	-,+	YJR021C_YJR022W	469572	469776
10	471771	472043	273	487	YJR025C	BNA1	471907	divergent_overlapping	-,+	YJR025C_YJR027W	471664	472752
10	486326	486481	156	176	YJR031C	GEA1	486403.5	directional	-,-	YJR030C_YJR031C	486189	486578
10	490906	491035	130	108	YJR032W	CPR7	490970.5	divergent	-,+	YJR031C_YJR032W	490805	491073
10	496486	496631	146	157	YJR033C	RAV1	496558.5	divergent	-,+	YJR033C_YJR034W	496444	496675
10	497127	497290	164	200	YJR035W	RAD26	497208.5	directional	+,+	YJR034W_YJR035W	497002	497347
10	503554	503976	423	811	YJR039W	null	503765	divergent	-,+	YJR036C_YJR039W	503384	503928
10	517626	517659	34	39	YJR043C	POL32	517642.5	directional	-,-	YJR043C_YJR044C	517506	518755
10	521791	521981	191	144	YJR046W	TAH11	521886	divergent	-,+	YJR045C_YJR046W	521595	522040
10	525715	526213	499	886	YJR048W	CYC1	525964	divergent	-,+	YJR047C_YJR048W	525374	526327
10	528506	528688	183	309	YJR050W	ISY1	528597	divergent	-,+	YJR049C_YJR050W	528469	528689
10	529653	529814	162	159	YJR051W	OSM1	529733.5	directional	+,+	YJR050W_YJR051W	529397	529853
10	538537	538603	67	43	tR(CCU)J	HSX1	538570	directional	+,+	YJR054W_YJR055W	537542	538764
10	542730	542836	107	74	tY(GUA)J2	SUP4	542783	divergent	-,+	YJR056C_YJR057W	542495	544054
10	545259	545693	435	1554	YJR058C	APS2	545476	divergent	-,+	YJR058C_YJR059W	545168	545779
10	548503	548618	116	86	YJR060W	CBF1	548560.5	directional	+,+	YJR059W_YJR060W	548236	548751
10	550015	550193	179	261	YJR060W	CBF1	550104	directional	+,+	YJR060W_YJR061W	549807	550503
10	554924	555135	212	278	YJR063W	RPA12	555029.5	divergent	-,+	YJR062C_YJR063W	554842	555187
10	555673	555850	178	179	YJR064W	CCT5	555761.5	directional	+,+	YJR063W_YJR064W	555565	555906
10	559158	559417	260	663	YJR066W	TOR1	559287.5	divergent	-,+	YJR065C_YJR066W	559151	559408
10	567490	567591	102	87	YJR067C	YAE1	567540.5	divergent	-,+	YJR067C_YJR068W	567437	567635
10	569433	569598	166	222	YJR070C	LIA1	569515.5	directional	-,-	YJR069C_YJR070C	569392	569613
10	570659	571051	393	2736	YJR072C	NPA3	570855	directional	-,-	YJR070C_YJR072C	570591	570959
10	571337	571384	48	39	YJR072C	NPA3	571360.5	NA	NA	NA	NA	NA
10	572111	572318	208	785	YJR073C	OPI3	572214.5	directional	-,-	YJR072C_YJR073C	572117	572307
10	572937	573284	348	2346	YJR074W	MOG1	573110.5	NA	NA	NA	NA	NA
10	573708	573914	207	669	YJR074W	MOG1	573811	directional	+,+	YJR074W_YJR075W	573744	573973
10	576684	577040	357	383	YJR076C	CDC11	576862	directional	-,-	YJR076C_YJR077C	576594	577247
10	578238	578893	656	2888	YJR078W	BNA2	578565.5	divergent_overlapping	-,+	YJR077C_YJR078W	578183	578852
10	579173	579489	317	1607	YJR078W	BNA2	579331	NA	NA	NA	NA	NA
10	580208	580330	123	72	YJR079W	null	580269	NA	NA	NA	NA	NA
10	581654	581789	136	107	YJR080C	AIM24	581721.5	directional_overlapping	-,-	YJR080C_YJR082C	581609	581906
10	582410	582571	162	162	YJR083C	ACF4	582490.5	directional	-,-	YJR082C_YJR083C	582248	582600
10	585510	585646	137	127	YJR085C	null	585578	divergent	-,+	YJR085C_YJR086W	585430	586060
10	585886	585962	77	69	YJR086W	STE18	585924	divergent	-,+	YJR085C_YJR086W	585430	586060
10	587437	587547	111	81	YJR088C	EMC2	587492	divergent	-,+	YJR088C_YJR089W	587366	587710
10	598377	598623	247	582	YJR091C	JSN1	598500	divergent	-,+	YJR091C_YJR092W	598329	598727
10	604361	604468	108	84	YJR094C	IME1	604414.5	directional	-,-	YJR093C_YJR094C	604196	604561
10	606045	606403	359	571	YJR094C	IME1	606224	divergent	-,+	YJR094C_YJR094W-A	605644	608297
10	609236	609366	131	75	YJR094W-A	RPL43B	609301	directional	+,+	YJR094W-A_YJR095W	608851	609765
10	615267	615389	123	96	YJR098C	null	615328	divergent	-,+	YJR098C_YJR099W	615146	615565
10	620349	620604	256	414	YJR103W	URA8	620476.5	divergent	-,+	YJR102C_YJR103W	619755	620743
10	623058	623547	490	4180	YJR105W	ADO1	623302.5	divergent	-,+	YJR104C_YJR105W	623003	623569
10	623795	623883	89	65	YJR105W	ADO1	623839	NA	NA	NA	NA	NA
10	633052	633488	437	1391	YJR109C	CPA2	633270	divergent	-,+	YJR109C_YJR110W	632932	633605
10	636828	637024	197	294	YJR112W	NNF1	636926	divergent	-,+	YJR111C_YJR112W	636697	637020
10	637636	637778	143	167	YJR112W	NNF1	637707	directional	+,+	YJR112W_YJR112W-A	637626	637780
10	638997	640019	1023	3345	YJR115W	null	639508	divergent	-,+	YJR113C_YJR115W	638966	639932
10	640419	640733	315	1308	YJR115W	null	640576	directional	+,+	YJR115W_YJR116W	640442	640815
10	641688	641949	262	766	YJR116W	null	641818.5	directional	+,+	YJR116W_YJR117W	641655	641997
10	646637	646679	43	43	YJR119C	JHD2	646658	divergent	-,+	YJR119C_YJR120W	646481	647116
10	647065	647316	252	101	YJR120W	null	647190.5	NA	NA	NA	NA	NA
10	649532	649566	35	35	YJR122W	IBA57	649549	directional	+,+	YJR121W_YJR122W	649133	649766
10	651466	651527	62	54	YJR122W	IBA57	651496.5	directional	+,+	YJR122W_YJR123W	651260	651891
10	654304	654378	75	62	ARS1020	null	654341	directional	-,-	YJR124C_YJR125C	654229	654727
10	662832	663744	913	1236	YJR127C	RSF2	663288	directional	-,-	YJR127C_YJR129C	663050	663990
10	667224	667601	378	224	YJR131W	MNS1	667412.5	divergent	-,+	YJR130C_YJR131W	667128	667634
10	669317	669423	107	78	YJR131W	MNS1	669370	directional	+,+	YJR131W_YJR132W	669284	669512
10	676831	676923	93	74	YJR135W-A	TIM8	676877	divergent	-,+	YJR135C_YJR135W-A	676769	676961
10	683474	683584	111	93	ARS1021	null	683529	divergent	-,+	YJR137C_YJR138W	683276	684557
10	690640	690813	174	109	YJR140C	HIR3	690726.5	directional	-,-	YJR139C_YJR140C	690515	690740
10	695822	695884	63	39	YJR141W	null	695853	divergent	-,+	YJR140C_YJR141W	695687	695896
10	696961	697088	128	106	YJR141W	null	697024.5	directional	+,+	YJR141W_YJR142W	696940	697131
10	700683	700820	138	145	YJR144W	MGM101	700751.5	divergent	-,+	YJR143C_YJR144W	700605	700872
10	703508	704088	581	1851	YJR147W	HMS2	703798	divergent	-,+	YJR145C_YJR147W	703059	704186
10	705195	705608	414	3471	YJR147W	HMS2	705401.5	directional	+,+	YJR147W_YJR148W	705263	705734
10	709934	710014	81	63	YJR150C	DAN1	709974	directional	-,-	YJR150C_YJR151C	709698	712245
10	715952	716188	237	275	YJR151C	DAN4	716070	divergent	-,+	YJR151C_YJR151W-A	715731	717570
10	716986	717077	91	73	YJR151W-A	null	717031.5	divergent	-,+	YJR151C_YJR151W-A	715731	717570
10	717637	717709	73	66	YJR151W-A	null	717673	directional	+,+	YJR151W-A_YJR152W	717621	719656
10	717948	718191	244	379	YJR151W-A	null	718069.5	directional	+,+	YJR151W-A_YJR152W	717621	719656
10	719215	719390	176	143	YJR152W	DAL5	719302.5	directional	+,+	YJR151W-A_YJR152W	717621	719656
10	721449	721573	125	124	YJR152W	DAL5	721511	directional	+,+	YJR152W_YJR153W	721288	722805
11	5841	5889	49	39	YKL221W	MCH2	5865	divergent	-,+	YKL222C_YKL221W	5621	6107
11	13610	13757	148	111	YKL219W	COS9	13683.5	divergent	-,+	YKL220C_YKL219W	11227	14484
11	14356	14519	162	148	YKL219W	COS9	14437.5	divergent	-,+	YKL220C_YKL219W	11227	14484
11	20091	21106	1016	856	YKL217W	JEN1	20598.5	divergent	-,+	YKL218C_YKL217W	18339	22233
11	21410	21966	557	920	YKL217W	JEN1	21688	divergent	-,+	YKL218C_YKL217W	18339	22233
11	24930	25075	145	161	YKL216W	URA1	25002.5	directional	+,+	YKL217W_YKL216W	24084	25215
11	30779	30945	167	200	YKL215C	OXP1	30862	directional	-,-	YKL215C_YKL214C	30688	31082
11	31770	31925	156	171	YKL213C	DOA1	31847.5	directional	-,-	YKL214C_YKL213C	31694	31960
11	34141	34370	230	441	YKL213C	DOA1	34255.5	divergent	-,+	YKL213C_YKL212W	34108	34543
11	38244	38674	431	635	YKL211C	TRP3	38459	divergent	-,+	YKL211C_YKL210W	38154	39163
11	38897	39112	216	572	snR64	SNR64	39004.5	divergent	-,+	YKL211C_YKL210W	38154	39163
11	45306	45405	100	76	YKL209C	STE6	45355.5	NA	NA	NA	NA	NA
11	46415	47111	697	613	YKL208W	CBT1	46763	divergent	-,+	YKL209C_YKL208W	46296	47157
11	47983	48134	152	183	YKL208W	CBT1	48058.5	directional	+,+	YKL208W_YKL207W	47973	48194
11	49833	50020	188	206	YKL206C	ADD66	49926.5	divergent	-,+	YKL206C_YKL205W	49810	50051
11	53479	53617	139	161	YKL204W	EAP1	53548	directional	+,+	YKL205W_YKL204W	53354	53704
11	58904	59028	125	66	YKL203C	TOR2	58966	NA	NA	NA	NA	NA
11	63615	63722	108	68	YKL201C	MNN4	63668.5	directional	-,-	YKL203C_YKL201C	63360	63930
11	67640	68481	844	2148	YKL198C	PTK1	68060.5	directional	-,-	YKL201C_YKL198C	67467	68273
11	68762	69213	452	815	YKL198C	PTK1	68987.5	NA	NA	NA	NA	NA
11	69606	69729	124	96	YKL198C	PTK1	69667.5	NA	NA	NA	NA	NA
11	70477	71085	611	831	YKL197C	PEX1	70781	NA	NA	NA	NA	NA
11	73941	74150	210	203	YKL197C	PEX1	74045.5	directional	-,-	YKL197C_YKL196C	73870	74936
11	74480	74618	139	155	YKLWdelta1	null	74549	directional	-,-	YKL197C_YKL196C	73870	74936
11	75579	75775	197	426	YKL196C	YKT6	75677	divergent	-,+	YKL196C_YKL195W	75539	75825
11	78712	78823	112	109	YKL193C	SDS22	78767.5	directional	-,-	YKL194C_YKL193C	78651	78870
11	79912	80072	161	201	YKL193C	SDS22	79992	directional	-,-	YKL193C_YKL192C	79887	80164
11	80551	81013	463	1835	YKL192C	ACP1	80782	divergent	-,+	YKL192C_YKL191W	80542	81039
11	81606	81922	317	252	YKL191W	DPH2	81764	NA	NA	NA	NA	NA
11	82565	82932	368	907	YKL191W	DPH2	82748.5	directional	+,+	YKL191W_YKL190W	82644	82951
11	84110	84530	421	239	YKLCdelta2	null	84320	directional	+,+	YKL190W_YKL189W	83555	84708
11	88913	89164	252	484	ARS1104	null	89038.5	directional	-,-	YKL188C_YKL187C	88791	89288
11	91878	92666	789	1146	YKL186C	MTR2	92272	directional	-,-	YKL187C_YKL186C	91541	92748
11	93447	93994	548	659	YKL186C	MTR2	93720.5	divergent	-,+	YKL186C_YKL185W	93470	94503
11	96324	96554	231	303	YKL185W	ASH1	96439	directional	+,+	YKL185W_YKL184W	96270	96761
11	98396	98503	108	65	YKL183C-A	null	98449.5	NA	NA	NA	NA	NA
11	99609	100269	661	3628	YKL183W	LOT5	99939	directional	+,+	YKL183W_YKL182W	99646	100675
11	108956	109010	55	47	YKL180W	RPL17A	108983	directional	+,+	YKL181W_YKL180W	108604	109273
11	112585	112759	175	221	YKL179C	COY1	112672	directional	-,-	YKL179C_YKL178C	112508	113219
11	114867	114993	127	93	YKL178C	STE3	114930	directional	-,-	YKL178C_YKL176C	114632	115504
11	118336	118751	416	1194	YKL175W	ZRT3	118543.5	divergent	-,+	YKL176C_YKL175W	117991	118797
11	125527	125737	211	263	YKL173W	SNU114	125632	directional	+,+	YKL173W_YKL172W	125548	125763
11	127086	127326	241	252	YKL172W	EBP2	127206	directional	+,+	YKL172W_YKL171W	127047	127479
11	130397	130477	81	47	YKL171W	null	130437	directional	+,+	YKL171W_YKL170W	130266	130638
11	134151	134300	150	112	YKL167C	MRP49	134225.5	directional	-,-	YKL167C_YKL166C	134139	134513
11	135928	136089	162	169	YKL166C	TPK3	136008.5	directional	-,-	YKL166C_YKL165C	135710	137936
11	140809	140896	88	70	YKL165C	MCD4	140852.5	directional	-,-	YKL165C_YKL164C	140696	141798
11	143234	143530	297	505	YKL164C	PIR1	143382	divergent	-,+	YKL164C_YKL163W	142824	144405
11	146920	147153	234	249	YKL162C	null	147036.5	convergent	+,-	YKL163W_YKL162C	145383	147634
11	150988	151141	154	123	YKL161C	null	151064.5	divergent	-,+	YKL161C_YKL160W	150692	153273
11	153024	153224	201	285	ARS1106	null	153124	divergent	-,+	YKL161C_YKL160W	150692	153273
11	155375	155446	72	41	YKL157W	APE2	155410.5	NA	NA	NA	NA	NA
11	158345	158389	45	34	YKL157W	APE2	158367	directional	+,+	YKL157W_YKL156W	158186	158618
11	164592	164868	277	313	YKL151C	null	164730	directional	-,-	YKL152C_YKL151C	164390	164921
11	166017	166428	412	997	YKL150W	MCR1	166222.5	divergent	-,+	YKL151C_YKL150W	165935	166404
11	171157	171713	557	1193	YKL148C	SDH1	171435	divergent	-,+	YKL148C_YKL146W	171134	171787
11	178195	178397	203	181	YKL143W	LTV1	178296	directional	+,+	YKL143W_YKL142W	178177	178519
11	179407	179636	230	441	YKL141W	SDH3	179521.5	directional	+,+	YKL142W_YKL141W	179179	179671
11	185791	185840	50	40	YKL138C	MRPL31	185815.5	divergent	-,+	YKL138C_YKL137W	185686	185961
11	188812	188956	145	166	YKL134C	01-Oct	188884	directional	-,-	YKL135C_YKL134C	188645	189128
11	191492	191678	187	430	YKL133C	null	191585	directional	-,-	YKL134C_YKL133C	191441	191677
11	193111	193266	156	209	YKL133C	null	193188.5	directional	-,-	YKL133C_YKL132C	193069	193572
11	194823	195228	406	1121	YKL132C	RMA1	195025.5	directional	-,-	YKL132C_YKL130C	194865	195286
11	196102	196316	215	808	ARS1126	null	196209	directional	-,-	YKL130C_YKL129C	196027	196347
11	200242	200738	145	334	YKL129C	MYO3	200490	directional	-,-	YKL129C_YKL128C	200163	200527
11	201847	202011	165	318	YKL128C	PMU1	201929	divergent	-,+	YKL128C_YKL127W	201415	203184
11	203070	203476	407	894	tK(CUU)K	null	203273	divergent	-,+	YKL128C_YKL127W	201415	203184
11	204312	204417	106	77	YKL127W	PGM1	204364.5	NA	NA	NA	NA	NA
11	204759	205538	780	3257	YKL127W	PGM1	205148.5	NA	NA	NA	NA	NA
11	207946	208098	153	101	YKL125W	RRN3	208022	directional	+,+	YKL126W_YKL125W	207393	207890
11	210255	210474	220	542	YKL124W	SSH4	210364.5	directional	+,+	YKL125W_YKL124W	209774	210236
11	213700	213889	190	254	ARS1127	null	213794.5	divergent	-,+	YKL122C_YKL121W	212642	213785
11	216749	217142	394	248	YKL121W	DGR2	216945.5	directional	+,+	YKL121W_YKL120W	216344	216987
11	219335	219403	69	65	YKLCdelta4	null	219369	divergent	-,+	YKL119C_YKL117W	218861	219967
11	220019	220221	203	446	tA(AGC)K1	null	220120	divergent	-,+	YKL119C_YKL117W	218861	219967
11	223192	223232	41	31	YKL114C	APN1	223212	directional	-,-	YKL116C_YKL114C	222544	222995
11	225920	226440	521	1822	YKL113C	RAD27	226180	divergent	-,+	YKL113C_YKL112W	225519	226213
11	230039	230521	483	402	YKL110C	KTI12	230280	divergent	-,+	YKL110C_YKL109W	229524	231870
11	230782	231825	1044	1439	YKL109W	HAP4	231303.5	divergent	-,+	YKL110C_YKL109W	229524	231870
11	234238	234340	103	69	YKL108W	SLD2	234289	directional	+,+	YKL109W_YKL108W	233535	234069
11	237119	237469	351	502	YKL107W	null	237294	divergent	-,+	YKL106C-A_YKL106W	236910	237179
11	242796	242933	138	112	YKL105C	null	242864.5	directional	-,-	YKL105C_YKL104C	242227	242863
11	245655	246081	427	678	YKL103C	LAP4	245868	directional	-,-	YKL104C_YKL103C	245017	245781
11	247770	248539	770	1388	YKL103C	LAP4	248154.5	divergent	-,+	YKL103C_YKL101W	247326	248563
11	255539	255703	165	289	YKL099C	UTP11	255621	directional	-,-	YKL100C_YKL099C	255104	255363
11	256549	256663	115	80	YKL099C	UTP11	256606	divergent	-,+	YKL099C_YKL098W	256116	256413
11	258528	259009	482	745	YKL096C-B	null	258768.5	convergent	+,-	YKL098W_YKL096C-B	257487	258716
11	260471	260937	467	741	YKL096W	CWP1	260704	directional	+,+	YKL096W-A_YKL096W	259175	260775
11	261949	262100	152	190	YKL096W	CWP1	262024.5	directional	+,+	YKL096W_YKL095W	261495	261920
11	263164	263307	144	159	YKL094W	YJU3	263235.5	directional	+,+	YKL095W_YKL094W	262757	262992
11	264370	264672	303	1232	YKL094W	YJU3	264521	directional	+,+	YKL094W_YKL093W	263934	264432
11	269528	269689	162	239	YKL091C	null	269608.5	directional	-,-	YKL092C_YKL091C	269103	269361
11	270633	270950	318	740	YKL091C	null	270791.5	divergent	-,+	YKL091C_YKL090W	270294	271521
11	271693	271884	192	308	YKL090W	CUE2	271788.5	divergent	-,+	YKL091C_YKL090W	270294	271521
11	273200	273383	184	296	YKL090W	CUE2	273291.5	directional	+,+	YKL090W_YKL089W	272853	273037
11	275087	275210	124	104	YKL089W	MIF2	275148.5	directional	+,+	YKL089W_YKL088W	274687	274926
11	278000	279024	1025	1971	YKL085W	MDH1	278512	NA	NA	NA	NA	NA
11	282667	282825	159	187	YKL081W	TEF4	282746	divergent	-,+	YKL082C_YKL081W	281973	282534
11	284706	284903	198	457	YKL080W	VMA5	284804.5	directional	+,+	YKL081W_YKL080W	284099	284673
11	288635	288799	165	110	YKL078W	DHR2	288717	directional	+,+	YKL079W_YKL078W	288217	288488
11	291165	291333	169	229	YKL078W	DHR2	291249	directional	+,+	YKL078W_YKL077W	290696	291096
11	294399	294620	222	369	YKL074C	MUD2	294509.5	directional	-,-	YKL075C_YKL074C	293952	294253
11	296169	296375	207	578	YKL074C	MUD2	296272	divergent	-,+	YKL074C_YKL073W	295837	296073
11	299177	299407	231	448	YKL073W	LHS1	299292	directional	+,+	YKL073W_YKL072W	298719	299225
11	307089	307298	210	320	YKL069W	null	307193.5	directional	+,+	YKL070W_YKL069W	306364	306928
11	308052	308125	74	64	tV(AAC)K1	null	308088.5	directional	+,+	YKL069W_YKL068W-A	307471	308849
11	308694	309100	407	2049	YKL068W-A	null	308897	directional	+,+	YKL069W_YKL068W-A	307471	308849
11	309890	310062	173	475	YKL068W	NUP100	309976	directional	+,+	YKL068W-A_YKL068W	309086	309842
11	317140	317524	385	486	YKL065C	YET1	317332	divergent	-,+	YKL065C_YKL064W	316701	317407
11	321727	321821	95	69	YKL063C	null	321774	divergent	-,+	YKL063C_YKL062W	321162	322871
11	322752	322823	71	46	YKL062W	MSN4	322787.5	divergent	-,+	YKL063C_YKL062W	321162	322871
11	327669	328113	445	1386	YKL059C	MPE1	327891	directional	-,-	YKL060C_YKL059C	327131	327761
11	329572	330018	447	222	YKL059C	MPE1	329795	divergent	-,+	YKL059C_YKL058W	329087	329809
11	334055	334238	184	701	YKL057C	NUP120	334146.5	directional	-,-	YKL057C_YKL056C	333613	334055
11	335022	335305	284	448	YKL055C	OAR1	335163.5	directional	-,-	YKL056C_YKL055C	334559	334964
11	338970	339086	117	56	YKL053C-A	MDM35	339028	directional	-,-	YKL054C_YKL053C-A	338397	338825
11	340594	341056	463	1022	YKL052C	ASK1	340825	divergent	-,+	YKL052C_YKL051W	340190	340955
11	342213	342340	128	99	YKL051W	SFK1	342276.5	NA	NA	NA	NA	NA
11	346869	346959	91	68	YKL049C	CSE4	346914	directional	-,-	YKL049C_YKL048C	346408	346857
11	349250	349377	128	96	YKL047W	null	349313.5	divergent	-,+	YKL048C_YKL047W	348780	349106
11	352879	353397	519	757	YKL045W	PRI2	353138	divergent	-,+	YKL046C_YKL045W	352268	353136
11	355138	356442	1305	2350	YKL045W	PRI2	355790	directional	+,+	YKL045W_YKL043W	354723	356391
11	358163	358256	94	64	YKL042W	SPC42	358209.5	directional	+,+	YKL043W_YKL042W	357492	358118
11	361880	362466	587	997	YKL040C	NFU1	362173	divergent	-,+	YKL040C_YKL039W	361471	362264
11	364364	364883	520	870	YKL039W	PTM1	364623.5	directional	+,+	YKL039W_YKL038W	363836	365247
11	365217	365343	127	104	YKL038W	RGT1	365280	directional	+,+	YKL039W_YKL038W	363836	365247
11	369244	369783	540	1629	YKL035W	UGP1	369513.5	NA	NA	NA	NA	NA
11	371504	371726	223	638	YKL034W	TUL1	371615	directional	+,+	YKL035W_YKL034W	371033	371471
11	382028	382547	520	882	YKL029C	MAE1	382287.5	directional	-,-	YKL032C_YKL029C	381501	382358
11	382901	382971	71	45	YKL029C	MAE1	382936	NA	NA	NA	NA	NA
11	383470	383566	97	70	YKL029C	MAE1	383518	NA	NA	NA	NA	NA
11	384989	385327	339	347	YKL029C	MAE1	385158	divergent	-,+	YKL029C_YKL028W	384368	385400
11	393573	393708	136	221	YKL023W	null	393640.5	divergent	-,+	YKL023C-A_YKL023W	393016	393363
11	398691	398744	54	43	YKL021C	MAK11	398717.5	NA	NA	NA	NA	NA
11	402119	402537	419	3128	YKL019W	RAM2	402328	divergent	-,+	YKL020C_YKL019W	401723	402210
11	403890	404051	162	218	YKL018C-A	null	403970.5	divergent	-,+	YKL018C-A_YKL018W	403522	403744
11	408123	408432	310	266	YKL015W	PUT3	408277.5	divergent	-,+	YKL016C_YKL015W	407632	408186
